cust_id,deals,fruits,wines,sweets,meat,gold,fish
869,1,102,899,102,838,40,133
870,1,55,889,92,685,129,168
871,4,2,189,5,55,12,0
872,2,0,48,0,2,5,0
873,8,14,230,24,156,58,82
874,2,60,852,36,207,48,78
875,2,3,35,1,20,20,4
876,6,20,205,2,47,56,23
877,1,31,255,56,446,175,40
878,1,0,0,3,1,2,8
879,2,8,437,49,206,42,160
880,2,8,825,0,53,242,11
881,1,58,316,51,161,135,76
882,2,138,756,169,354,61,160
883,3,55,194,0,134,3,15
884,4,17,7,10,18,26,6
885,1,33,183,103,493,57,59
886,2,0,171,1,11,20,0
887,1,101,243,40,405,40,29
888,1,21,181,3,69,96,39
889,5,7,151,7,89,28,0
890,1,92,494,11,391,241,194
891,0,28,464,18,873,37,29
892,1,1,5,0,5,7,10
893,1,0,29,5,29,4,0
894,1,9,102,3,49,12,24
895,1,28,604,28,674,28,91
896,1,12,571,60,523,24,63
897,6,0,953,0,71,174,0
898,2,3,63,9,67,28,8
899,1,29,770,27,890,24,250
900,1,61,398,61,265,53,138
901,1,19,741,9,154,28,50
902,1,19,1478,19,403,0,0
903,2,29,156,32,56,47,30
904,1,64,960,0,464,16,146
905,1,0,38,0,2,6,0
906,1,26,315,12,473,182,220
907,1,20,15,7,25,26,2
908,3,6,19,5,20,12,0
909,1,99,812,149,431,33,237
910,3,28,73,24,217,115,10
911,1,23,372,12,384,108,250
912,1,111,871,55,704,166,145
913,1,152,375,91,335,81,93
914,1,80,760,13,466,80,17
915,1,0,471,21,510,12,99
916,1,9,31,9,27,33,16
917,2,0,819,0,72,63,12
918,1,4,1,9,3,7,8
919,1,35,203,17,305,227,46
920,2,0,26,1,15,2,2
921,1,21,354,75,311,32,167
922,3,0,1253,71,447,35,23
923,3,17,371,24,238,106,23
924,2,7,588,15,76,15,110
925,8,86,480,86,249,144,75
926,2,12,517,6,54,120,16
927,1,98,267,70,606,98,48
928,0,24,1111,45,790,172,160
929,3,7,7,16,14,15,7
930,1,0,1166,0,48,36,0
931,3,42,261,48,144,133,55
932,2,25,135,25,51,46,23
933,1,2,6,8,18,14,2
934,2,28,711,18,142,47,49
935,1,0,11,4,13,11,2
936,3,0,42,0,17,18,0
937,4,7,79,3,58,18,6
938,1,6,20,5,43,38,19
939,1,0,30,0,8,14,2
940,5,2,20,1,23,4,3
941,3,27,115,146,44,139,4
942,4,5,263,41,233,83,69
943,2,2,69,2,15,6,2
944,4,3,267,0,30,57,4
945,2,85,561,123,171,114,25
946,3,0,492,0,37,42,7
947,2,7,14,16,9,12,6
948,5,4,80,17,46,2,0
949,7,12,97,10,84,15,13
950,3,107,197,59,227,131,7
951,1,21,693,24,925,84,31
952,3,2,43,9,27,12,0
953,1,0,14,0,2,7,0
954,6,36,186,72,234,48,86
955,1,137,434,137,400,45,45
956,4,0,59,2,11,5,4
957,3,5,16,7,30,26,8
958,3,35,230,57,75,31,63
959,1,138,829,92,430,15,60
960,1,8,318,35,407,8,150
961,1,55,1206,18,445,18,168
962,7,3,292,3,77,26,10
963,3,9,30,11,12,30,2
964,5,17,729,0,133,195,11
965,1,1,12,0,3,7,0
966,0,1,2,0,1,1,1
967,1,3,22,0,18,11,0
968,3,43,587,87,337,54,42
969,1,168,674,42,108,231,192
970,2,3,284,7,84,23,4
971,1,93,1023,55,651,37,49
972,1,22,1394,91,708,182,89
973,1,26,311,37,640,121,180
974,2,0,27,1,12,5,0
975,1,17,1296,69,311,51,45
976,1,6,3,0,7,3,0
977,5,5,393,5,136,27,7
978,4,63,218,35,282,70,137
979,2,0,66,6,16,20,0
980,1,2,4,0,11,4,2
981,1,0,795,58,545,0,95
982,3,10,15,17,19,20,8
983,3,25,384,41,292,64,130
984,4,8,244,2,32,50,7
985,1,19,158,0,288,38,25
986,1,21,1285,20,449,20,106
987,5,16,349,5,144,182,28
988,2,12,4,13,11,15,3
989,5,2,223,2,31,39,0
990,6,43,157,56,127,37,68
991,2,46,397,38,288,70,20
992,1,31,901,31,345,191,75
993,4,3,14,1,21,28,2
994,1,0,10,0,3,4,0
995,1,0,1230,178,396,158,232
996,1,1,81,1,31,0,2
997,7,20,154,12,66,27,0
998,1,0,63,0,21,12,7
999,3,0,30,0,11,3,0
1000,1,67,90,43,165,11,30
1001,1,114,635,152,254,76,132
1002,1,4,127,6,73,11,15
1003,1,3,13,5,6,6,6
1004,1,42,18,20,24,18,15
1005,3,2,45,1,26,1,4
1006,1,1,38,0,24,0,0
1007,7,36,986,0,168,108,16
1008,1,0,61,0,3,7,0
1009,2,9,4,0,16,12,17
1010,3,53,201,77,172,83,116
1011,1,8,19,12,29,26,0
1012,2,8,4,12,11,26,19
1013,1,0,18,0,2,2,0
1014,5,80,806,11,161,33,120
1015,1,98,380,112,733,28,110
1016,1,172,576,115,961,19,125
1017,1,81,458,50,356,40,106
1018,1,10,5,8,13,16,3
1019,1,60,350,133,568,145,110
1020,2,33,39,26,130,44,41
1021,4,1,26,2,16,15,2
1022,3,0,68,0,16,8,0
1023,1,3,45,4,9,7,4
1024,4,0,359,26,134,123,13
1025,2,24,403,24,29,218,6
1026,3,1,34,0,14,5,0
1027,15,18,73,12,66,2,7
1028,1,30,292,33,415,200,63
1029,1,0,14,0,16,6,0
1030,3,1,80,1,37,3,0
1031,1,11,30,6,33,29,13
1032,1,96,463,53,333,10,168
1033,6,12,75,39,141,187,43
1034,6,13,538,6,91,26,17
1035,1,114,635,152,254,76,132
1036,1,0,8,0,3,1,0
1037,1,22,1315,0,780,178,145
1038,2,2,4,5,12,26,7
1039,1,0,12,0,13,10,2
1040,1,44,347,0,534,26,17
1041,4,5,192,5,53,15,0
1042,1,0,241,0,12,25,0
1043,1,28,631,14,491,56,30
1044,1,28,336,54,282,54,184
1045,11,0,1099,0,45,34,0
1046,2,19,743,0,181,200,12
1047,2,83,124,59,267,35,85
1048,2,0,15,2,8,20,4
1049,1,19,397,0,69,9,12
1050,3,4,10,3,4,14,3
1051,1,117,530,44,678,147,134
1052,8,33,1215,116,249,149,64
1053,1,2,3,4,7,2,0
1054,1,44,444,8,382,17,11
1055,2,0,26,1,15,2,2
1056,6,114,736,76,279,190,82
1057,3,21,473,21,176,56,19
1058,2,0,32,0,5,8,2
1059,1,10,288,10,30,125,4
1060,1,178,1050,138,555,118,77
1061,1,44,1001,44,107,44,58
1062,2,1,9,3,7,2,0
1063,2,14,234,10,77,42,19
1064,1,2,7,0,6,3,2
1065,1,108,251,92,334,117,65
1066,6,10,172,13,125,16,21
1067,1,42,565,83,548,99,64
1068,1,0,5,0,8,0,2
1069,1,57,918,38,842,133,99
1070,4,8,652,0,158,142,21
1071,2,1,4,1,7,2,2
1072,0,27,152,54,103,81,106
1073,1,0,8,1,9,3,2
1074,1,130,336,32,411,43,240
1075,1,19,938,95,843,38,25
1076,2,8,68,8,18,12,19
1077,1,23,227,21,389,75,42
1078,3,4,38,3,22,3,3
1079,3,0,105,1,9,4,2
1080,1,50,162,30,100,27,55
1081,1,8,574,16,216,33,21
1082,1,80,160,39,369,41,67
1083,1,0,6,0,5,1,0
1084,2,35,614,35,160,35,58
1085,0,161,897,161,430,27,186
1086,2,54,70,9,109,45,80
1087,6,19,120,19,206,54,25
1088,2,2,211,7,30,10,7
1089,1,0,11,6,16,21,7
1090,1,53,760,93,400,0,17
1091,1,0,53,0,8,2,0
1092,2,4,7,8,13,17,15
1093,2,32,391,32,70,16,21
1094,7,9,199,21,57,6,20
1095,1,56,516,33,449,16,86
1096,1,45,709,160,115,45,30
1097,1,0,12,0,4,0,0
1098,0,19,1000,115,711,38,125
1099,3,3,19,1,18,0,3
1100,3,28,1224,14,140,168,0
1101,1,2,16,0,18,24,3
1102,1,39,88,28,54,153,64
1103,1,23,2,6,11,46,8
1104,5,11,508,5,59,29,23
1105,2,28,381,28,215,21,84
1106,2,0,74,1,42,6,2
1107,5,0,146,13,93,73,7
1108,1,17,23,20,23,9,43
1109,2,5,110,23,137,29,26
1110,7,3,165,24,147,41,4
1111,4,47,957,47,494,95,82
1112,2,0,41,1,17,16,3
1113,1,3,1,3,4,11,2
1114,1,29,176,33,818,112,0
1115,4,8,815,0,53,70,11
1116,1,1,6,0,2,4,2
1117,1,4,8,3,20,16,6
1118,2,42,717,30,864,84,219
1119,1,138,1067,19,750,39,0
1120,2,5,166,8,107,29,11
1121,3,4,29,4,34,4,2
1122,1,76,714,0,395,12,116
1123,2,4,8,2,10,4,2
1124,2,5,229,2,56,20,3
1125,4,48,320,72,133,48,39
1126,1,0,23,15,26,3,7
1127,2,5,1,8,8,20,4
1128,2,0,56,0,12,18,0
1129,1,124,508,38,249,134,50
1130,4,0,29,2,25,3,2
1131,2,7,46,4,59,27,2
1132,12,0,454,19,171,32,8
1133,2,3,350,0,39,19,0
1134,1,0,10,0,8,9,0
1135,2,40,735,20,183,30,52
1136,3,126,897,112,196,37,91
1137,1,2,5,0,3,5,3
1138,1,35,777,137,731,114,39
1139,2,6,162,13,37,13,6
1140,4,0,35,0,11,2,0
1141,10,9,342,14,112,19,19
1142,1,105,258,172,239,9,237
1143,1,80,658,13,483,13,123
1144,2,80,356,17,329,106,138
1145,1,5,213,7,28,41,7
1146,12,0,454,19,171,32,8
1147,1,4,457,0,29,9,0
1148,1,45,241,26,604,54,34
1149,2,0,210,0,6,2,0
1150,4,35,441,29,83,11,7
1151,1,13,19,7,18,8,10
1152,3,9,28,7,37,13,12
1153,1,75,476,151,162,97,29
1154,1,40,364,60,425,50,158
1155,1,0,0,3,2,8,3
1156,1,6,0,6,3,12,7
1157,1,83,863,99,547,33,86
1158,3,7,349,0,35,47,0
1159,2,23,5,18,15,14,0
1160,3,2,184,8,19,4,8
1161,1,0,8,0,8,2,0
1162,2,21,277,21,64,25,62
1163,3,5,44,4,19,19,0
1164,1,120,1156,144,915,96,94
1165,3,14,373,9,83,19,6
1166,1,8,134,0,76,11,6
1167,3,0,1148,0,60,24,0
1168,5,12,6,6,3,40,21
1169,1,1,4,0,11,1,0
1170,1,4,5,0,8,5,2
1171,2,2,24,2,20,10,2
1172,1,0,899,0,101,20,0
1173,2,1,108,1,28,4,13
1174,1,2,27,2,7,13,0
1175,1,66,816,66,549,99,216
1176,4,0,1298,14,70,42,37
1177,1,0,10,29,11,29,17
1178,1,13,87,6,34,10,10
1179,3,2,57,2,51,23,4
1180,1,15,635,7,100,131,20
1181,1,12,43,15,23,61,29
1182,2,34,964,0,137,11,15
1183,1,8,572,35,259,80,34
1184,3,142,341,151,113,66,259
1185,4,6,63,13,57,22,13
1186,3,104,221,78,169,84,102
1187,2,3,140,5,29,14,4
1188,2,2,1,3,8,13,4
1189,1,10,291,10,689,0,84
1190,3,13,544,6,85,29,8
1191,1,100,684,66,801,0,21
1192,1,12,1,14,9,7,0
1193,1,0,35,0,4,10,0
1194,2,3,87,2,25,13,3
1195,2,3,309,3,24,20,4
1196,2,73,172,78,93,34,95
1197,2,38,625,34,242,76,50
1198,1,59,972,19,913,59,25
1199,5,6,157,13,39,75,6
1200,4,9,48,15,45,20,3
1201,1,83,279,14,88,34,32
1202,5,0,132,0,16,4,0
1203,1,0,919,30,505,45,99
1204,2,0,62,1,22,26,3
1205,3,45,1,6,3,42,4
1206,1,6,2,1,4,9,3
1207,1,61,408,122,109,41,48
1208,2,1,51,1,7,25,2
1209,4,1,62,2,16,6,3
1210,2,12,952,12,180,12,47
1211,1,15,618,7,106,45,20
1212,2,7,11,2,12,27,2
1213,5,3,318,7,17,56,4
1214,3,0,56,0,14,2,0
1215,5,5,110,1,59,7,7
1216,1,0,23,1,11,3,2
1217,3,5,27,3,8,12,8
1218,2,3,18,3,19,6,3
1219,1,0,18,1,9,11,0
1220,4,0,303,147,280,15,60
1221,1,1,97,0,19,11,2
1222,1,15,997,30,414,76,99
1223,1,4,5,0,13,4,8
1224,4,11,95,4,35,7,0
1225,1,6,1,6,2,3,3
1226,2,1,46,0,12,9,3
1227,1,106,411,115,147,66,54
1228,1,51,244,0,270,45,101
1229,4,9,152,12,121,45,12
1230,15,1,1,1,3,1,1
1231,4,17,10,26,18,40,8
1232,1,0,12,0,5,4,0
1233,1,0,5,0,4,1,0
1234,3,19,790,0,133,19,12
1235,1,29,882,29,514,44,38
1236,4,28,615,48,259,30,12
1237,2,59,1004,59,265,27,115
1238,2,27,133,195,421,71,13
1239,2,23,595,23,123,154,10
1240,4,0,293,11,87,23,4
1241,2,15,313,0,47,192,20
1242,2,81,151,91,86,64,168
1243,1,0,15,0,2,6,0
1244,1,63,736,189,946,126,219
1245,2,0,15,2,8,20,4
1246,1,17,982,34,672,51,23
1247,1,51,1142,69,415,37,90
1248,3,0,28,0,11,9,0
1249,2,0,46,2,12,23,0
1250,0,161,897,161,430,27,186
1251,10,6,489,6,152,132,8
1252,3,4,25,8,9,32,6
1253,1,1,145,1,33,1,2
1254,1,26,630,18,611,54,44
1255,2,38,760,9,104,38,50
1256,3,15,420,38,186,15,151
1257,4,17,125,19,52,30,3
1258,8,5,464,0,64,70,7
1259,3,6,6,15,29,8,12
1260,4,12,1090,12,96,60,16
1261,1,2,3,2,11,10,2
1262,2,0,24,30,27,10,8
1263,0,21,737,63,106,210,55
1264,5,6,254,0,71,27,4
1265,1,185,817,55,687,241,145
1266,2,54,620,98,239,119,99
1267,2,4,13,0,20,1,0
1268,2,61,113,26,204,47,34
1269,2,23,7,49,78,144,133
1270,1,2,16,1,18,5,2
1271,2,0,462,0,24,4,6
1272,2,2,22,4,10,34,6
1273,1,147,968,42,842,210,137
1274,2,112,283,72,151,125,51
1275,1,2,1,0,5,3,6
1276,1,1,14,1,7,1,2
1277,2,5,30,3,24,8,6
1278,1,0,4,1,5,5,0
1279,2,0,52,0,9,1,0
1280,2,1,62,11,57,48,19
1281,1,2,20,0,14,10,3
1282,5,7,545,21,114,78,37
1283,1,79,558,175,622,95,207
1284,4,5,6,4,4,25,13
1285,0,1,39,0,9,8,2
1286,0,24,1111,45,790,172,160
1287,1,6,4,3,8,10,6
1288,5,5,183,5,65,49,3
1289,1,72,546,145,376,72,94
1290,5,7,606,0,155,54,10
1291,6,6,266,6,51,64,8
1292,1,29,1142,29,249,14,38
1293,1,0,1074,0,69,46,0
1294,7,51,771,10,154,154,54
1295,2,32,371,58,189,6,0
1296,1,14,556,0,717,43,210
1297,3,5,202,5,74,14,11
1298,5,162,209,162,209,37,41
1299,3,40,35,40,111,12,36
1300,3,0,37,0,17,3,0
1301,4,45,171,10,73,90,59
1302,1,2,12,2,20,5,3
1303,2,4,44,0,21,27,6
1304,1,2,20,6,9,20,4
1305,1,86,779,69,537,138,34
1306,3,6,170,12,97,88,24
1307,2,48,491,105,231,134,112
1308,4,8,173,2,107,176,7
1309,2,10,7,0,13,4,16
1310,6,0,1205,14,235,205,19
1311,1,7,10,3,25,7,6
1312,1,4,97,1,44,18,6
1313,0,11,67,3,26,262,4
1314,1,53,345,75,528,97,98
1315,2,5,6,24,17,46,3
1316,5,57,73,15,100,0,71
1317,3,36,711,96,217,168,172
1318,1,70,774,187,118,93,182
1319,1,0,163,126,480,75,0
1320,2,33,82,30,54,41,71
1321,1,108,358,97,413,32,141
1322,1,2,66,3,40,14,4
1323,1,6,13,3,7,3,0
1324,3,13,139,13,78,36,20
1325,1,0,274,6,21,15,4
1326,3,6,262,10,61,102,0
1327,11,0,1099,0,45,34,0
1328,1,0,32,4,8,18,23
1329,1,4,2,11,2,5,0
1330,2,10,6,14,21,42,19
1331,1,7,6,4,4,6,3
1332,2,46,135,61,92,11,65
1333,3,7,641,30,84,38,0
1334,1,76,714,0,395,12,116
1335,1,73,794,29,573,14,0
1336,1,0,420,64,452,140,182
1337,1,2,1,3,7,11,4
1338,1,12,86,15,75,6,33
1339,1,25,823,29,459,95,124
1340,2,161,231,30,215,53,171
1341,2,15,8,20,27,33,0
1342,1,17,182,70,259,29,77
1343,1,129,557,37,984,18,193
1344,3,1,79,4,31,12,4
1345,6,24,368,0,68,88,38
1346,2,4,6,8,14,22,8
1347,8,15,160,11,196,50,15
1348,1,21,488,108,238,28,56
1349,4,7,691,7,69,23,0
1350,1,10,543,143,205,82,160
1351,3,7,254,0,108,26,20
1352,1,4,5,2,10,7,2
1353,3,19,112,14,21,5,16
1354,1,11,134,2,59,30,15
1355,2,6,143,8,52,17,11
1356,2,4,51,7,24,1,4
1357,2,0,27,0,5,3,0
1358,6,0,459,0,24,4,6
1359,5,8,689,8,167,88,11
1360,4,10,283,13,38,27,0
1361,6,0,347,3,35,7,4
1362,2,13,5,5,14,31,0
1363,3,0,280,0,18,24,0
1364,1,14,95,9,64,38,2
1365,4,10,84,10,34,28,11
1366,1,3,18,0,17,4,3
1367,0,24,992,19,694,119,51
1368,2,1,9,3,7,2,0
1369,1,1,19,0,17,2,2
1370,1,93,709,80,374,80,104
1371,6,0,158,7,76,71,13
1372,3,14,10,2,29,36,4
1373,1,1,25,0,13,3,0
1374,2,4,8,4,12,29,15
1375,2,0,14,0,6,0,0
1376,2,7,622,0,115,15,30
1377,1,0,11,0,3,1,0
1378,2,3,25,5,16,2,8
1379,1,15,635,7,100,131,20
1380,2,64,100,0,79,109,65
1381,4,2,201,5,43,35,3
1382,1,14,642,7,49,57,0
1383,2,1,97,2,41,41,6
1384,3,5,204,0,39,89,17
1385,6,7,513,14,133,14,46
1386,4,3,88,1,21,29,4
1387,4,12,172,0,112,15,8
1388,2,35,329,35,222,43,130
1389,3,13,296,13,104,17,11
1390,4,2,100,1,16,31,2
1391,1,7,422,46,238,15,69
1392,2,16,1218,0,272,80,104
1393,1,1,5,1,7,4,2
1394,1,93,507,40,520,26,242
1395,3,12,52,36,50,55,4
1396,4,56,191,8,139,100,51
1397,1,23,2,6,11,46,8
1398,1,28,68,30,39,41,16
1399,2,4,20,4,10,17,6
1400,3,3,20,4,16,1,0
1401,1,0,7,0,1,0,0
1402,1,172,279,8,74,246,38
1403,4,12,977,12,253,101,16
1404,1,1,30,0,8,3,0
1405,1,1,6,4,7,19,23
1406,3,18,3,8,26,12,11
1407,1,0,14,0,2,7,0
1408,1,1,10,0,7,1,0
1409,2,10,7,6,17,13,8
1410,1,87,33,16,64,74,175
1411,1,0,12,0,13,10,2
1412,1,3,2,2,10,10,11
1413,1,21,693,147,118,42,110
1414,2,3,9,3,15,2,2
1415,5,26,129,67,67,2,3
1416,2,2,16,0,11,16,3
1417,4,2,201,5,43,35,3
1418,1,4,5,2,5,10,4
1419,1,36,14,26,11,35,3
1420,2,12,29,1,59,36,19
1421,3,2,26,5,19,8,10
1422,1,1,9,2,4,3,3
1423,3,0,14,5,23,19,4
1424,3,19,972,26,595,138,180
1425,1,168,966,105,672,126,246
1426,1,27,99,48,102,6,28
1427,1,35,482,160,553,17,72
1428,4,8,714,0,99,47,11
1429,1,54,587,54,348,130,71
1430,4,27,399,8,159,39,58
1431,3,10,56,7,92,25,19
1432,1,151,227,54,573,31,98
1433,1,102,703,58,601,43,0
1434,1,0,37,0,17,3,0
1435,2,13,167,13,180,70,86
1436,1,81,458,50,356,40,106
1437,3,3,91,1,52,31,2
1438,4,8,15,5,16,22,11
1439,0,68,1302,114,731,45,89
1440,2,64,153,64,123,14,116
1441,4,5,508,5,21,10,7
1442,7,59,290,5,177,29,77
1443,1,0,38,0,2,6,0
1444,3,13,2,5,6,11,7
1445,1,0,30,0,10,5,2
1446,4,23,386,41,95,196,54
1447,4,10,443,10,75,48,0
1448,1,31,901,31,345,191,75
1449,1,0,9,0,3,1,0
1450,4,84,846,56,352,42,91
1451,3,3,8,4,9,22,19
1452,4,7,72,1,58,24,13
1453,1,0,29,1,5,5,0
1454,1,24,169,0,553,144,188
1455,2,35,460,12,422,153,33
1456,2,8,69,7,26,12,12
1457,1,14,556,0,717,43,210
1458,1,0,73,1,13,0,0
1459,1,1,112,7,54,36,7
1460,2,0,944,0,60,30,0
1461,7,199,265,9,303,170,234
1462,3,28,526,21,135,99,10
1463,1,3,2,5,12,7,3
1464,2,4,2,5,9,16,10
1465,2,97,378,194,259,34,197
1466,3,25,553,67,142,8,65
1467,1,127,751,15,687,31,20
1468,7,0,406,0,30,8,0
1469,2,89,1449,35,161,107,69
1470,5,17,123,0,171,30,39
1471,10,42,267,42,309,21,55
1472,4,0,209,2,40,15,3
1473,1,172,1259,148,815,33,97
1474,7,35,344,23,178,17,15
1475,2,3,22,5,30,15,0
1476,2,161,247,85,295,47,210
1477,1,0,38,1,12,1,3
1478,6,10,896,10,101,34,13
1479,4,56,931,98,253,14,91
1480,1,12,758,89,385,89,33
1481,7,9,216,9,57,125,20
1482,1,3,2,2,10,10,11
1483,6,15,244,15,108,50,4
1484,13,6,539,6,91,97,8
1485,2,26,1181,13,120,39,17
1486,1,8,750,8,125,26,11
1487,9,5,306,109,109,92,21
1488,6,104,350,151,189,57,197
1489,1,197,331,152,170,35,58
1490,5,16,620,24,165,82,0
1491,1,137,434,137,400,45,45
1492,4,0,57,0,27,36,0
1493,3,76,811,137,428,107,99
1494,1,42,423,197,706,197,73
1495,1,12,2,13,10,30,6
1496,2,51,60,20,87,51,6
1497,5,0,675,7,85,77,10
1498,1,8,30,8,12,12,8
1499,1,1,40,3,40,18,4
1500,2,17,3,1,26,39,20
1501,1,111,910,74,724,55,49
1502,1,98,252,70,827,196,219
1503,1,6,34,4,21,8,11
1504,2,3,19,1,19,3,3
1505,0,1,2,0,1,1,0
1506,12,0,490,28,184,21,10
1507,0,194,332,125,377,57,149
1508,3,8,53,0,17,21,13
1509,1,48,784,176,560,48,42
1510,2,11,7,4,3,20,10
1511,4,43,1171,14,219,47,19
1512,6,7,215,0,33,13,3
1513,4,62,674,26,134,8,0
1514,4,0,57,0,27,36,0
1515,2,36,5,10,7,45,0
1516,6,20,104,15,101,5,24
1517,1,0,9,0,7,4,2
1518,1,82,431,20,441,102,80
1519,3,0,1000,0,76,10,0
1520,3,40,448,0,469,91,80
1521,2,4,33,2,24,5,4
1522,4,72,505,27,270,54,36
1523,1,38,267,165,701,63,149
1524,1,0,14,0,3,1,0
1525,3,0,631,7,115,30,10
1526,1,4,65,4,16,11,0
1527,1,12,10,1,12,20,25
1528,1,4,51,1,50,49,12
1529,2,35,293,59,179,65,46
1530,1,1,11,1,2,6,2
1531,1,1,50,7,27,1,6
1532,1,26,173,71,255,81,35
1533,1,184,423,97,368,21,13
1534,1,30,292,33,415,200,63
1535,5,80,757,80,217,11,29
1536,2,1,12,1,6,5,0
1537,7,2,167,2,44,19,6
1538,1,1,3,0,3,5,8
1539,4,5,30,9,22,28,8
1540,3,88,532,44,168,133,69
1541,2,12,29,1,59,36,19
1542,6,0,411,0,26,21,0
1543,1,3,5,1,4,0,4
1544,1,99,71,121,278,38,185
1545,2,0,46,0,40,3,3
1546,2,11,268,3,88,22,15
1547,4,63,928,12,254,12,0
1548,2,15,459,23,171,31,142
1549,5,0,483,6,108,36,0
1550,11,9,733,19,180,66,12
1551,1,22,1006,68,115,45,59
1552,3,1,34,0,14,5,0
1553,1,120,1156,144,915,96,94
1554,1,4,7,0,23,11,7
1555,6,15,244,15,108,50,4
1556,4,0,233,0,23,12,0
1557,1,3,35,8,67,24,10
1558,1,0,1252,35,465,0,46
1559,1,4,34,10,66,20,3
1560,1,43,255,14,134,24,37
1561,1,1,8,0,5,1,0
1562,1,32,368,43,639,10,13
1563,1,47,255,32,573,15,52
1564,2,8,33,10,10,3,2
1565,1,23,163,65,424,76,27
1566,2,0,15,2,8,20,4
1567,4,12,45,22,52,13,25
1568,1,58,48,66,68,43,16
1569,7,6,158,2,45,2,8
1570,1,160,754,32,625,48,63
1571,2,1,108,1,28,4,13
1572,1,66,199,174,315,41,97
1573,1,7,2,15,5,27,2
1574,3,5,202,5,74,14,11
1575,1,0,85,0,3,7,0
1576,5,3,322,3,50,42,4
1577,5,2,18,2,19,6,0
1578,3,8,141,11,129,47,3
1579,1,107,739,80,309,35,140
1580,1,0,18,3,6,5,3
1581,4,0,378,4,88,73,19
1582,1,108,1083,151,649,108,253
1583,1,12,1016,12,215,63,16
1584,2,1,23,0,6,2,0
1585,2,1,12,2,21,3,2
1586,1,0,35,0,4,0,0
1587,4,31,548,112,422,28,0
1588,5,32,342,32,230,40,34
1589,5,3,365,3,15,11,4
1590,1,19,397,0,69,9,12
1591,1,19,456,118,832,38,75
1592,1,6,5,7,15,13,11
1593,1,185,836,25,575,77,24
1594,4,2,100,7,128,10,23
1595,2,0,10,1,10,7,3
1596,3,115,238,69,215,76,169
1597,1,0,6,1,5,2,2
1598,2,11,158,11,99,17,15
1599,1,12,86,15,75,6,33
1600,7,0,856,9,76,199,12
1601,1,1,98,1,17,5,0
1602,3,16,4,17,20,20,0
1603,1,96,398,96,447,32,220
1604,9,8,313,4,104,126,6
1605,4,18,109,26,16,18,24
1606,2,2,216,0,6,9,0
1607,6,71,595,112,153,41,120
1608,1,133,123,44,142,88,71
1609,3,0,16,2,23,10,3
1610,1,12,11,5,35,12,3
1611,1,112,410,82,420,71,0
1612,3,2,159,2,51,24,6
1613,2,0,105,1,10,0,0
1614,1,1,5,0,8,1,0
1615,2,15,269,19,69,38,15
1616,6,0,629,0,70,35,0
1617,2,5,443,16,71,82,21
1618,1,77,217,23,373,93,111
1619,2,1,24,0,10,4,2
1620,1,1,9,5,5,7,4
1621,1,0,8,3,14,7,2
1622,5,0,1459,15,61,215,0
1623,8,48,230,32,214,75,13
1624,1,3,1,0,6,9,10
1625,1,21,340,14,134,56,258
1626,1,1,7,3,6,3,0
1627,2,7,298,0,68,19,4
1628,1,35,479,7,179,85,28
1629,1,140,267,12,599,127,34
1630,3,4,67,2,32,16,17
1631,3,1,3,2,8,18,23
1632,1,37,980,163,265,31,35
1633,3,4,50,3,28,26,6
1634,0,0,1,1,1725,1,2
1635,2,0,19,0,5,8,0
1636,1,5,30,1,23,4,4
1637,3,9,213,3,76,30,4
1638,1,30,539,46,92,38,80
1639,6,16,284,16,160,134,84
1640,1,34,1003,51,536,34,134
1641,9,13,239,4,143,52,45
1642,4,23,51,0,82,42,33
1643,2,24,527,24,230,65,32
1644,3,5,19,3,12,19,10
1645,1,2,40,0,15,6,8
1646,1,8,21,3,20,9,15
1647,1,30,593,22,91,7,29
1648,3,5,21,1,3,7,10
1649,2,107,1181,30,199,30,39
1650,2,59,1004,59,265,27,115
1651,2,2,202,2,46,10,3
1652,1,107,446,196,768,53,33
1653,1,102,1184,40,673,40,52
1654,1,22,390,35,323,107,104
1655,4,53,726,107,363,161,123
1656,1,8,8,11,22,9,24
1657,4,15,50,15,110,15,39
1658,1,1,1,9,4,10,11
1659,2,0,308,0,73,23,0
1660,1,2,22,4,31,5,7
1661,1,117,690,102,499,88,76
1662,4,5,43,6,28,33,7
1663,4,0,27,0,10,4,0
1664,1,0,6,0,3,1,0
1665,2,7,205,2,41,46,3
1666,1,0,24,1,8,4,0
1667,1,50,667,83,850,83,21
1668,4,7,691,0,61,46,10
1669,4,26,493,80,206,80,116
1670,1,70,493,40,324,84,146
1671,3,5,494,0,82,100,7
1672,1,73,621,48,414,85,78
1673,1,0,9,0,5,7,0
1674,1,6,1,2,2,12,8
1675,1,4,12,6,19,14,12
1676,2,131,243,6,217,26,85
1677,1,1,11,0,4,7,2
1678,0,21,532,20,127,20,26
1679,1,0,29,0,2,1,0
1680,2,91,612,107,520,107,258
1681,5,126,387,45,342,180,0
1682,3,0,56,0,14,2,0
1683,3,8,6,4,19,4,16
1684,6,0,582,0,65,13,0
1685,4,17,6,16,16,42,6
1686,3,6,70,3,69,3,2
1687,4,12,962,24,194,12,16
1688,2,10,112,0,107,20,30
1689,1,0,293,97,124,52,179
1690,1,12,199,12,31,7,3
1691,1,61,1060,20,835,101,80
1692,1,44,940,88,396,58,0
1693,1,2,44,3,11,7,2
1694,1,51,342,35,936,26,207
