cust_id,recency,customer_tenure_in_days,num_camp_success,response_last_campaign,webvisits,complain
995,30,675,3,0,5,0
996,63,171,0,0,2,0
997,51,481,0,0,9,0
998,14,659,0,0,8,0
999,20,74,0,0,5,0
1000,56,73,0,0,3,0
1001,41,85,1,0,3,0
1002,72,399,0,0,2,0
1003,1,544,0,0,8,0
1004,27,496,0,0,7,0
1005,77,12,0,0,7,0
1006,87,359,0,0,8,0
1007,81,484,0,1,7,0
1008,51,7,0,0,5,0
1009,79,605,0,0,8,0
1010,11,449,0,0,4,0
1011,54,314,1,1,7,0
1012,93,518,0,0,9,0
1013,0,334,0,0,4,0
1014,54,604,0,0,6,0
1015,21,367,1,1,3,0
1016,58,530,0,1,3,0
1017,3,6,0,0,2,0
1018,99,525,0,0,8,0
1019,70,50,1,0,2,0
1020,65,671,0,0,8,0
1021,44,125,0,0,4,0
1022,6,286,0,0,7,0
1023,9,93,1,1,6,0
1024,95,398,0,0,5,0
1025,70,69,1,0,3,0
1026,92,605,0,0,8,1
1027,62,651,0,0,19,0
1028,85,39,1,0,2,0
1029,2,336,0,1,6,0
1030,0,626,0,0,7,0
1031,91,279,0,0,4,0
1032,3,261,0,0,3,0
1033,68,595,0,1,8,0
1034,98,361,1,0,5,0
1035,41,85,1,0,3,0
1036,16,26,1,0,8,0
1037,82,500,0,0,5,0
1038,1,502,0,1,6,0
1039,64,452,0,0,7,0
1040,68,634,0,0,2,0
1041,98,671,0,0,8,0
1042,32,326,0,0,7,0
1043,87,581,0,0,3,0
1044,84,457,0,0,1,0
1045,3,638,1,0,8,0
1046,34,341,1,0,5,0
1047,23,537,0,1,5,0
1048,37,43,1,0,5,0
1049,22,81,0,0,2,0
1050,19,657,0,0,7,0
1051,7,61,2,1,1,0
1052,52,697,0,0,6,0
1053,91,696,0,0,8,0
1054,93,119,0,0,2,1
1055,78,37,0,0,8,0
1056,23,575,0,0,3,0
1057,83,578,0,0,6,0
1058,92,127,0,0,5,0
1059,4,348,0,0,6,0
1060,32,363,1,0,1,0
1061,27,426,2,0,2,0
1062,10,315,0,0,7,0
1063,9,160,0,0,5,0
1064,65,435,0,0,7,0
1065,68,106,0,0,2,0
1066,16,591,0,1,9,0
1067,12,678,0,1,3,0
1068,95,318,0,0,4,0
1069,16,514,1,1,3,0
1070,46,512,0,0,8,0
1071,3,262,0,0,4,0
1072,80,543,4,1,5,0
1073,77,59,0,0,6,0
1074,0,106,0,1,2,0
1075,62,33,1,0,2,0
1076,91,66,0,0,5,0
1077,24,312,0,0,2,0
1078,2,374,0,0,8,0
1079,22,111,0,0,3,0
1080,56,328,0,0,4,0
1081,54,29,0,0,1,0
1082,71,608,0,0,1,0
1083,38,434,0,0,7,0
1084,62,545,0,0,5,0
1085,78,266,3,1,1,0
1086,18,407,0,0,5,0
1087,95,333,0,0,8,0
1088,66,248,0,0,5,0
1089,28,99,0,0,8,0
1090,78,228,1,0,2,0
1091,13,12,0,0,5,0
1092,27,332,0,0,5,0
1093,17,152,1,0,5,0
1094,71,31,0,0,4,0
1095,79,491,0,0,1,0
1096,1,487,1,1,5,0
1097,78,142,0,0,5,0
1098,23,134,1,0,1,0
1099,75,305,0,0,8,0
1100,70,307,2,0,6,0
1101,10,258,1,1,8,0
1102,24,284,1,1,6,0
1103,47,531,0,0,8,0
1104,98,292,0,0,9,0
1105,4,268,0,0,3,0
1106,15,586,0,0,7,0
1107,67,410,0,0,7,0
1108,32,189,0,0,3,0
1109,40,590,0,0,7,0
1110,54,560,0,1,8,0
1111,78,692,0,0,8,0
1112,94,68,0,0,3,0
1113,51,535,0,0,4,0
1114,42,193,0,1,4,0
1115,67,532,1,0,7,0
1116,87,264,0,0,7,0
1117,29,24,0,0,5,0
1118,89,596,1,0,3,0
1119,74,245,3,1,4,0
1120,97,38,0,0,6,0
1121,63,695,0,0,9,0
1122,88,424,0,1,1,0
1123,34,40,0,0,5,0
1124,81,514,0,0,7,0
1125,65,376,0,0,4,0
1126,51,516,0,0,5,0
1127,76,51,0,0,6,0
1128,76,318,0,0,7,0
1129,84,238,0,0,3,0
1130,56,161,0,0,4,0
1131,31,224,1,1,6,0
1132,0,655,0,0,8,0
1133,91,231,0,0,8,0
1134,40,626,1,1,9,0
1135,59,360,0,0,6,0
1136,96,671,0,0,6,0
1137,61,671,0,0,8,0
1138,14,647,1,1,2,0
1139,16,89,0,0,1,0
1140,98,34,0,0,7,0
1141,11,345,0,1,7,0
1142,52,573,0,0,4,0
1143,19,33,0,0,1,0
1144,61,477,0,0,5,0
1145,73,100,0,0,5,0
1146,0,655,0,0,8,0
1147,74,619,1,0,7,0
1148,55,678,0,0,2,0
1149,48,261,0,0,7,0
1150,53,404,0,0,4,0
1151,13,361,0,0,3,0
1152,34,678,0,0,8,0
1153,54,398,0,0,2,0
1154,69,160,0,0,1,0
1155,81,134,1,0,5,0
1156,99,106,0,0,8,0
1157,3,674,0,0,5,0
1158,61,170,1,0,7,0
1159,65,539,0,0,8,0
1160,93,230,0,0,5,0
1161,24,605,0,0,8,0
1162,8,410,0,0,3,0
1163,72,444,0,0,5,0
1164,29,138,1,0,1,0
1165,33,534,0,0,7,1
1166,68,542,0,0,6,0
1167,55,528,1,1,7,0
1168,76,424,0,0,5,0
1169,17,54,0,0,7,0
1170,94,333,0,0,5,0
1171,86,313,0,0,4,0
1172,25,310,1,0,4,0
1173,22,572,0,0,8,0
1174,15,124,0,0,5,0
1175,35,556,0,1,3,0
1176,81,591,2,1,4,0
1177,55,72,0,0,4,0
1178,94,134,0,0,5,0
1179,50,435,0,0,6,0
1180,64,436,0,0,6,0
1181,91,303,0,0,4,0
1182,11,457,1,0,8,0
1183,72,87,0,0,1,0
1184,6,660,0,0,5,0
1185,0,293,0,0,4,0
1186,66,522,0,0,7,1
1187,42,182,0,0,4,0
1188,60,629,1,1,7,0
1189,64,318,0,0,1,0
1190,87,496,1,0,8,0
1191,96,221,1,0,2,0
1192,1,245,0,0,7,0
1193,54,135,1,0,5,0
1194,53,405,0,0,7,0
1195,96,262,1,0,7,0
1196,58,442,0,0,1,1
1197,12,247,1,0,4,0
1198,78,476,1,0,3,0
1199,64,608,0,0,6,0
1200,26,368,0,1,6,0
1201,8,349,0,0,3,0
1202,49,692,0,0,9,0
1203,56,268,0,0,2,0
1204,55,528,0,0,7,0
1205,25,678,0,0,8,0
1206,50,282,0,0,8,0
1207,84,521,1,0,4,0
1208,30,336,1,0,8,0
1209,81,282,0,0,5,0
1210,74,429,0,0,3,0
1211,76,262,1,0,6,0
1212,36,617,1,1,5,0
1213,64,320,0,0,4,0
1214,62,93,0,0,7,0
1215,53,501,0,0,8,0
1216,86,367,0,0,5,0
1217,15,142,0,0,4,0
1218,67,467,0,0,8,0
1219,47,60,0,0,6,0
1220,47,36,0,0,6,0
1221,81,75,0,0,3,0
1222,98,270,3,0,2,0
1223,56,362,0,0,8,0
1224,48,214,0,0,6,0
1225,18,164,0,0,7,0
1226,74,271,0,0,4,0
1227,68,38,1,0,1,0
1228,36,72,0,0,1,0
1229,90,696,0,0,8,0
1230,65,44,0,0,20,0
1231,63,575,0,0,9,0
1232,82,452,0,0,5,0
1233,63,99,0,0,8,0
1234,55,38,1,0,6,0
1235,64,308,2,1,3,0
1236,51,350,1,0,4,0
1237,97,494,1,1,6,0
1238,92,292,0,0,4,0
1239,51,256,0,0,6,0
1240,72,701,0,1,7,0
1241,39,697,0,1,6,0
1242,49,50,0,0,2,0
1243,21,104,1,0,6,0
1244,91,319,2,0,2,0
1245,37,43,1,0,5,0
1246,98,405,1,1,2,0
1247,85,208,2,0,3,0
1248,40,360,0,0,8,0
1249,2,117,0,1,7,0
1250,78,266,3,1,1,0
1251,41,645,0,1,8,0
1252,94,508,0,0,7,0
1253,10,315,0,0,6,0
1254,73,10,0,0,2,0
1255,22,85,1,0,4,0
1256,30,525,0,0,3,0
1257,21,674,1,1,8,0
1258,51,469,0,0,8,0
1259,97,587,0,0,8,0
1260,56,490,1,0,8,0
1261,4,197,1,0,6,0
1262,77,546,0,0,7,1
1263,95,648,1,0,3,0
1264,36,214,0,0,5,0
1265,13,691,1,1,2,0
1266,90,682,2,1,7,0
1267,49,649,0,0,9,0
1268,18,345,0,0,8,0
1269,89,603,0,0,7,0
1270,43,474,0,0,7,0
1271,82,585,1,1,7,0
1272,84,388,0,0,4,0
1273,80,506,3,1,2,0
1274,68,548,0,0,6,0
1275,12,299,0,0,7,0
1276,75,335,0,0,9,0
1277,10,105,0,0,5,0
1278,91,206,0,0,7,0
1279,21,80,0,0,4,0
1280,28,94,0,0,2,0
1281,97,249,0,0,9,0
1282,49,372,1,0,5,0
1283,14,132,1,1,1,0
1284,5,551,0,0,6,0
1285,37,392,0,0,1,0
1286,62,484,3,1,2,0
1287,83,133,0,0,7,0
1288,48,491,0,0,9,0
1289,94,607,1,0,3,0
1290,61,368,0,0,7,0
1291,70,454,0,0,8,0
1292,43,39,2,0,2,0
1293,23,168,4,1,6,0
1294,37,344,0,0,6,0
1295,50,151,0,0,4,0
1296,78,585,0,0,4,0
1297,74,309,0,0,7,0
1298,14,237,0,0,2,0
1299,77,171,0,0,4,0
1300,39,437,0,0,9,0
1301,89,273,0,0,4,0
1302,62,21,0,0,7,0
1303,59,337,0,0,7,0
1304,68,150,0,0,4,0
1305,13,435,0,0,3,0
1306,37,390,0,0,6,0
1307,36,175,1,0,1,0
1308,28,666,1,1,9,1
1309,2,94,0,0,8,0
1310,17,502,0,0,7,0
1311,86,74,0,0,7,0
1312,54,279,0,0,5,0
1313,2,201,0,0,17,0
1314,3,226,1,1,4,0
1315,84,116,0,0,7,0
1316,8,566,0,1,9,0
1317,4,286,2,0,4,0
1318,57,337,0,0,1,0
1319,24,682,3,1,9,0
1320,51,287,0,0,5,0
1321,29,419,0,0,1,0
1322,13,72,0,0,6,0
1323,23,258,0,0,6,0
1324,36,692,0,1,9,0
1325,88,33,1,0,6,0
1326,2,587,0,0,5,0
1327,3,638,1,1,8,0
1328,15,500,0,0,6,0
1329,58,468,0,0,9,0
1330,11,496,0,0,6,0
1331,27,506,0,0,6,0
1332,32,376,0,0,5,0
1333,12,304,1,0,6,0
1334,88,424,0,1,1,0
1335,91,458,0,0,2,0
1336,12,253,0,1,2,0
1337,21,600,0,0,8,0
1338,23,155,0,0,4,0
1339,10,599,1,1,4,0
1340,35,471,0,0,5,0
1341,69,435,1,0,8,0
1342,68,64,0,0,4,0
1343,85,184,0,0,2,0
1344,34,270,0,0,6,0
1345,55,643,0,0,7,0
1346,10,220,1,0,8,0
1347,30,397,0,0,8,0
1348,36,700,0,0,6,0
1349,14,341,1,0,8,0
1350,79,665,0,1,3,0
1351,52,236,0,0,6,0
1352,97,218,0,0,8,0
1353,24,187,0,0,7,0
1354,0,49,0,0,2,0
1355,96,63,0,0,5,0
1356,89,188,0,0,6,0
1357,94,421,0,0,8,0
1358,98,635,1,0,6,0
1359,72,485,0,0,6,0
1360,1,576,0,0,8,0
1361,26,183,0,0,5,0
1362,5,315,1,1,6,0
1363,22,371,1,0,7,0
1364,56,57,0,0,7,0
1365,74,363,0,0,6,0
1366,24,633,0,0,9,0
1367,9,167,2,0,1,0
1368,10,315,0,0,7,0
1369,35,562,0,0,8,0
1370,56,60,0,0,3,0
1371,7,263,0,0,5,0
1372,51,271,0,0,4,0
1373,17,121,0,0,7,0
1374,30,599,0,0,4,0
1375,21,47,0,0,5,0
1376,2,336,0,0,5,0
1377,85,40,0,0,6,0
1378,65,144,0,0,6,0
1379,64,436,0,0,6,0
1380,11,568,0,0,7,0
1381,92,675,0,0,6,0
1382,54,94,0,0,5,0
1383,4,71,0,0,7,0
1384,53,687,0,1,8,0
1385,39,627,0,0,8,0
1386,49,693,0,0,9,0
1387,70,446,0,0,7,0
1388,40,196,0,0,4,0
1389,40,661,0,0,3,0
1390,43,663,0,1,9,0
1391,17,641,0,0,4,0
1392,40,407,3,1,6,0
1393,84,133,0,0,7,0
1394,25,160,1,1,1,0
1395,62,503,0,0,9,0
1396,83,386,0,0,4,0
1397,47,531,0,0,8,0
1398,45,128,0,0,2,0
1399,34,107,0,0,6,0
1400,3,154,0,0,6,0
1401,1,81,0,0,6,0
1402,18,261,0,0,1,0
1403,45,597,1,0,8,0
1404,81,135,0,0,7,0
1405,77,550,0,0,8,0
1406,23,423,0,0,7,0
1407,48,444,0,0,8,0
1408,61,288,0,0,8,0
1409,60,93,0,0,7,0
1410,75,484,0,0,7,0
1411,64,452,0,0,7,0
1412,54,138,0,0,6,0
1413,84,194,2,0,2,0
1414,75,190,0,0,6,0
1415,16,244,0,0,7,0
1416,79,423,1,0,8,0
1417,92,675,0,0,6,0
1418,16,522,0,0,7,0
1419,96,69,0,0,2,0
1420,30,502,0,0,8,0
1421,60,348,0,0,8,0
1422,11,283,0,0,6,0
1423,75,666,0,1,9,0
1424,36,615,1,1,3,0
1425,71,277,2,0,4,0
1426,88,259,0,0,1,0
1427,93,562,0,0,2,0
1428,93,577,1,0,8,0
1429,54,249,0,0,2,0
1430,41,100,0,0,2,0
1431,46,499,0,0,5,0
1432,28,22,0,0,1,0
1433,40,230,0,1,1,0
1434,82,274,0,0,7,0
1435,38,672,0,0,8,0
1436,3,6,0,0,2,0
1437,87,626,0,1,8,0
1438,49,535,0,0,6,0
1439,16,139,3,1,2,0
1440,65,655,0,1,6,0
1441,9,156,1,0,5,0
1442,24,316,0,0,3,1
1443,25,79,2,0,7,0
1444,43,13,0,0,7,0
1445,10,358,0,0,7,0
1446,29,376,0,0,2,0
1447,45,503,0,0,8,0
1448,57,415,1,0,1,0
1449,20,143,0,0,3,0
1450,29,531,0,0,5,0
1451,82,192,0,0,6,0
1452,68,425,0,0,8,0
1453,65,430,0,0,5,0
1454,99,668,2,1,7,0
1455,9,592,0,0,4,0
1456,20,504,0,0,7,0
1457,78,585,0,0,4,0
1458,26,241,0,0,3,0
1459,68,246,0,0,3,0
1460,79,158,1,0,5,0
1461,25,456,0,0,7,0
1462,83,669,0,0,5,0
1463,32,258,0,0,8,0
1464,49,313,0,0,7,0
1465,50,698,0,0,4,0
1466,84,485,0,0,4,0
1467,96,9,0,0,2,0
1468,56,21,1,0,7,0
1469,85,536,1,0,6,0
1470,63,233,0,0,6,0
1471,17,372,0,1,5,0
1472,11,526,0,0,8,0
1473,62,339,3,1,4,0
1474,48,273,0,0,6,0
1475,86,202,0,0,6,0
1476,73,156,0,0,2,0
1477,36,212,0,0,7,0
1478,34,684,1,1,9,0
1479,16,595,0,0,5,0
1480,48,534,0,0,4,0
1481,61,505,0,0,5,0
1482,54,138,0,0,6,0
1483,56,683,0,1,8,0
1484,74,603,0,0,8,0
1485,35,680,1,1,8,0
1486,65,103,1,0,2,0
1487,48,357,0,0,6,0
1488,88,601,1,0,8,0
1489,19,249,0,0,1,0
1490,21,388,0,0,5,0
1491,27,149,0,0,1,0
1492,86,682,0,0,8,0
1493,92,583,0,0,7,0
1494,1,65,0,0,2,0
1495,14,427,0,1,8,0
1496,74,112,0,0,5,0
1497,84,580,0,0,8,0
1498,4,295,0,0,5,0
1499,50,284,0,0,8,0
1500,2,597,0,1,9,0
1501,73,393,0,1,3,0
1502,21,401,0,0,3,0
1503,82,144,0,0,6,0
1504,14,56,0,0,7,0
1505,56,444,0,0,14,0
1506,20,588,0,0,7,0
1507,54,87,0,0,1,0
1508,77,567,0,0,7,0
1509,5,127,2,1,3,0
1510,65,464,0,0,5,0
1511,33,567,1,0,9,0
1512,65,412,1,0,7,0
1513,41,17,0,0,5,0
1514,86,682,0,1,8,0
1515,92,665,0,0,8,0
1516,97,634,0,0,9,0
1517,91,193,0,0,8,0
1518,0,206,0,1,1,0
1519,59,623,1,0,8,0
1520,4,535,0,0,7,0
1521,5,95,0,0,7,0
1522,48,480,0,0,5,0
1523,99,579,0,0,3,0
1524,81,401,0,0,5,0
1525,95,669,0,0,7,0
1526,43,534,0,0,8,0
1527,5,302,0,0,6,0
1528,50,599,0,1,8,0
1529,76,527,0,0,7,0
1530,46,459,0,0,6,0
1531,68,262,0,0,1,0
1532,33,115,0,0,1,0
1533,50,667,0,0,5,0
1534,85,39,1,0,2,0
1535,63,688,0,0,6,0
1536,89,289,0,0,7,0
1537,81,611,1,1,8,0
1538,77,382,0,0,7,0
1539,50,524,0,0,6,0
1540,10,345,0,0,5,0
1541,30,502,0,0,8,0
1542,66,239,0,0,7,0
1543,16,607,0,0,8,0
1544,12,13,0,0,1,0
1545,30,15,0,0,8,0
1546,8,528,0,0,5,0
1547,93,576,1,0,4,0
1548,14,77,0,0,2,0
1549,53,642,0,1,9,0
1550,26,461,0,0,4,0
1551,23,584,2,1,3,0
1552,92,605,0,0,8,1
1553,29,138,1,1,1,0
1554,41,246,0,0,7,0
1555,56,683,0,1,8,0
1556,19,459,0,0,8,0
1557,4,100,0,1,6,0
1558,89,64,2,0,1,0
1559,71,375,0,0,7,0
1560,81,524,0,0,7,0
1561,31,159,0,0,6,0
1562,53,202,0,0,1,0
1563,78,211,0,0,1,0
1564,80,69,0,0,4,0
1565,18,126,0,1,1,0
1566,37,43,1,1,5,0
1567,52,681,0,1,7,0
1568,39,4,0,0,2,0
1569,11,447,0,0,7,0
1570,33,189,1,0,3,0
1571,22,572,0,0,8,0
1572,83,502,0,0,2,0
1573,43,669,1,0,9,0
1574,74,309,0,0,7,0
1575,54,87,0,0,3,0
1576,3,621,0,1,8,0
1577,96,136,0,0,7,0
1578,68,259,1,0,9,0
1579,2,641,0,0,6,0
1580,40,67,0,0,2,0
1581,64,369,0,0,7,0
1582,26,643,1,0,2,0
1583,69,395,1,0,3,0
1584,57,305,0,0,4,0
1585,78,121,0,0,7,0
1586,71,339,0,0,8,0
1587,59,531,0,0,3,0
1588,28,458,1,0,9,0
1589,61,114,0,0,6,0
1590,22,81,0,0,2,0
1591,95,690,0,0,3,0
1592,38,574,0,0,9,0
1593,19,318,1,1,4,0
1594,92,326,0,0,8,0
1595,24,184,0,1,8,0
1596,21,269,0,0,4,0
1597,35,247,0,0,7,0
1598,9,44,0,0,3,0
1599,23,155,0,0,4,0
1600,92,600,0,0,8,0
1601,55,315,1,0,7,0
1602,14,535,0,0,8,0
1603,78,644,0,0,3,0
1604,64,531,0,0,9,0
1605,49,524,0,0,4,0
1606,8,120,0,0,7,0
1607,35,661,0,0,9,0
1608,11,471,0,0,6,0
1609,8,129,0,1,7,0
1610,53,249,0,0,7,0
1611,36,304,0,0,4,0
1612,64,253,0,0,5,0
1613,43,99,0,0,5,0
1614,40,377,0,0,8,0
1615,52,266,0,0,5,0
1616,11,445,0,0,8,0
1617,21,379,0,0,7,0
1618,23,272,0,0,1,0
1619,17,12,0,0,5,0
1620,6,369,0,0,7,0
1621,56,100,0,0,5,0
1622,71,281,3,1,5,0
1623,51,612,0,0,9,0
1624,94,203,0,0,5,0
1625,27,60,0,0,4,0
1626,1,417,0,0,4,0
1627,56,201,0,0,6,0
1628,71,15,1,0,2,0
1629,18,409,0,1,6,0
1630,48,55,0,0,4,0
1631,86,125,0,0,3,0
1632,48,680,0,1,6,0
1633,2,662,0,1,9,0
1634,13,428,0,0,1,0
1635,57,344,0,0,6,0
1636,77,115,0,0,7,0
1637,0,399,0,0,7,0
1638,57,149,0,0,3,0
1639,24,342,0,0,6,0
1640,55,8,2,1,2,0
1641,62,425,0,0,6,0
1642,89,412,0,0,9,0
1643,77,33,0,0,4,0
1644,45,172,0,0,6,0
1645,46,293,0,0,4,0
1646,80,377,0,0,7,0
1647,60,315,0,0,4,0
1648,71,184,0,0,2,0
1649,43,224,0,0,8,0
1650,97,494,1,1,6,0
1651,49,336,2,1,7,0
1652,66,299,0,0,2,0
1653,20,536,1,1,6,0
1654,54,393,1,0,3,0
1655,61,586,0,0,5,0
1656,18,580,0,0,4,0
1657,45,463,0,0,8,0
1658,26,369,0,0,8,0
1659,0,504,0,0,7,0
1660,28,159,0,0,7,0
1661,49,266,1,0,3,0
1662,84,165,0,0,5,0
1663,38,605,0,0,5,0
1664,53,27,0,0,3,0
1665,88,249,0,0,5,0
1666,99,98,0,0,5,0
1667,12,692,0,1,2,0
1668,35,343,2,1,8,0
1669,5,543,0,0,6,0
1670,77,347,0,0,1,0
1671,45,347,0,0,7,0
1672,71,360,0,0,5,0
1673,40,497,0,0,8,0
1674,82,673,0,0,7,0
1675,70,547,0,0,8,0
1676,87,404,0,0,2,0
1677,95,650,0,0,7,0
1678,72,489,1,0,1,0
1679,5,647,0,0,7,0
1680,86,118,0,0,5,0
1681,80,669,0,0,6,0
1682,62,93,0,0,7,0
1683,49,223,0,0,7,0
1684,85,102,0,0,5,0
1685,7,637,0,1,8,0
1686,6,281,0,0,7,0
1687,25,649,1,0,6,0
1688,55,684,0,0,7,0
1689,81,180,0,0,5,0
1690,98,122,0,0,3,0
1691,31,14,4,1,1,0
1692,30,307,3,1,4,0
1693,98,448,0,0,5,0
1694,92,598,1,0,3,0
1695,41,33,0,0,6,0
1696,68,595,0,0,8,0
1697,78,407,0,0,5,0
1698,46,54,0,0,7,0
1699,71,299,0,0,7,0
1700,6,583,1,1,6,0
1701,82,534,0,0,8,1
1702,71,426,3,1,3,0
1703,32,199,3,1,2,0
1704,28,90,1,0,2,0
1705,20,154,0,1,8,0
1706,10,74,0,1,6,0
1707,7,610,0,1,8,0
1708,67,540,0,0,6,0
1709,48,480,0,0,5,0
1710,61,499,0,0,4,0
1711,36,100,0,0,6,0
1712,77,550,0,0,8,0
1713,90,430,1,0,7,0
1714,35,111,1,0,1,0
1715,38,421,0,0,4,0
1716,46,498,0,0,5,0
1717,33,68,0,0,6,0
1718,70,217,1,0,1,0
1719,51,38,1,0,7,0
1720,18,202,0,0,8,0
1721,97,68,1,0,6,0
1722,32,439,0,0,8,0
1723,9,34,0,1,8,0
1724,6,531,0,1,4,0
1725,80,527,0,0,8,0
1726,74,613,0,0,2,0
1727,49,588,0,0,7,0
1728,21,276,0,0,2,0
1729,95,398,0,0,5,0
1730,56,485,3,0,2,0
1731,48,623,1,1,6,0
1732,26,657,0,0,6,0
1733,3,124,0,0,7,0
1734,39,504,1,1,8,0
1735,33,553,0,0,7,0
1736,42,471,0,0,3,0
1737,80,237,0,0,6,0
1738,9,331,0,1,9,0
1739,52,52,0,0,4,0
1740,78,401,0,0,5,0
1741,68,294,0,0,4,0
1742,45,478,0,0,7,0
1743,47,251,0,0,2,0
1744,34,315,0,0,5,0
1745,81,297,0,0,6,0
1746,72,462,0,0,6,0
1747,23,15,0,0,5,0
1748,29,419,0,0,1,0
1749,80,16,0,0,6,0
1750,30,254,1,0,7,0
1751,15,651,0,1,9,0
1752,86,439,0,0,6,0
1753,68,634,0,0,2,0
1754,54,388,0,0,0,0
1755,44,105,0,0,6,0
1756,7,610,0,1,8,0
1757,87,671,0,0,8,0
1758,59,626,0,0,8,0
1759,16,329,0,0,7,0
1760,1,334,0,0,1,0
1761,64,561,0,0,6,0
1762,72,134,0,0,5,0
1763,98,625,0,0,6,0
1764,91,215,0,0,7,0
1765,8,546,0,1,8,0
1766,20,605,0,0,8,0
1767,6,648,0,0,6,0
1768,54,204,0,0,6,0
1769,72,672,0,0,8,0
1770,46,241,0,0,3,0
1771,11,330,0,0,5,0
1772,21,80,0,0,4,0
1773,89,320,1,0,1,0
1774,82,144,0,0,6,0
1775,69,353,1,0,6,0
1776,55,382,0,0,6,0
1777,13,271,0,0,3,0
1778,80,76,0,0,6,0
1779,97,25,1,0,4,0
1780,27,60,0,0,4,0
1781,99,4,0,0,3,0
1782,87,625,1,0,6,0
1783,85,429,0,0,5,0
1784,30,468,0,1,7,0
1785,82,172,1,0,7,0
1786,21,388,0,0,5,0
1787,92,206,0,0,0,0
1788,95,392,0,0,5,0
1789,2,64,0,1,1,0
1790,74,603,1,0,3,0
1791,49,635,0,0,8,0
1792,71,592,0,0,9,0
1793,72,3,1,0,1,0
1794,68,527,1,0,7,0
1795,4,502,0,0,2,0
1796,80,345,0,0,9,0
1797,15,276,1,0,5,0
1798,70,347,0,1,7,0
1799,91,304,0,0,5,0
1800,10,16,0,0,7,0
1801,99,85,1,0,4,0
1802,25,263,0,0,7,0
1803,34,270,0,0,6,0
1804,57,326,0,0,2,0
1805,84,665,0,0,7,0
1806,51,289,0,0,8,0
1807,97,310,0,0,5,0
1808,13,501,0,1,2,0
1809,92,404,0,0,1,0
1810,30,405,0,1,9,0
1811,30,266,0,0,9,0
1812,11,473,0,0,7,0
1813,72,499,0,0,6,0
1814,39,103,0,0,7,0
1815,0,293,0,1,4,0
1816,15,568,0,0,5,0
1817,12,295,0,0,1,0
1818,56,466,1,0,6,0
1819,39,697,0,0,6,0
1820,55,647,0,1,6,0
1821,60,505,0,0,9,0
1822,73,393,3,1,2,0
1823,90,69,0,0,6,0
1824,86,304,0,0,2,0
1825,37,206,0,0,7,0
1826,7,657,3,1,5,0
1827,29,8,0,0,19,0
1828,19,358,0,0,7,0
1829,14,171,0,0,6,0
1830,72,149,0,0,8,0
1831,56,651,2,1,6,1
1832,85,408,0,0,8,0
1833,62,610,0,0,2,0
1834,1,536,0,1,3,0
1835,28,294,0,1,4,0
1836,70,323,2,0,6,0
1837,84,591,0,0,6,0
1838,89,362,0,0,7,0
1839,73,521,0,0,1,0
1840,42,651,0,0,7,0
1841,16,601,0,0,3,0
1842,16,198,0,0,6,0
1843,56,328,0,0,4,0
1844,65,260,0,0,2,0
1845,10,599,1,1,4,0
1846,13,632,1,1,7,0
1847,78,298,0,0,5,0
1848,51,51,0,0,6,0
1849,27,638,0,0,10,0
1850,30,113,3,1,2,0
1851,71,122,0,0,6,0
1852,97,384,0,0,4,0
1853,83,76,0,0,6,0
1854,3,545,0,0,6,0
1855,71,73,0,0,2,0
1856,3,144,0,0,7,0
1857,15,684,0,1,9,0
1858,52,161,1,0,1,0
1859,8,497,0,0,4,0
1860,89,351,0,0,8,0
1861,66,624,0,1,6,0
1862,22,62,1,1,7,0
1863,56,74,0,0,7,0
1864,74,408,1,0,2,0
1865,48,43,0,0,3,0
1866,67,605,0,0,7,0
1867,24,163,0,0,4,0
1868,67,236,1,1,2,0
1869,38,295,0,0,5,0
1870,86,490,1,0,6,0
1871,90,669,0,0,3,0
1872,87,60,3,0,1,0
1873,62,520,0,0,8,0
1874,23,28,2,0,8,0
1875,99,36,0,0,1,0
1876,29,254,0,0,6,0
1877,52,660,1,0,6,0
1878,90,92,1,0,1,0
1879,9,34,0,0,1,0
1880,71,383,0,0,3,0
1881,13,493,0,0,7,0
1882,16,79,0,0,7,0
1883,94,105,0,0,2,0
1884,77,250,0,0,6,0
1885,20,157,1,0,4,0
1886,51,416,0,0,1,0
1887,81,298,0,0,5,0
1888,71,146,0,0,7,0
1889,36,469,0,0,6,0
1890,95,278,1,0,7,0
1891,32,72,0,0,0,0
1892,32,598,1,0,5,0
1893,85,625,0,0,2,0
1894,93,678,2,1,8,0
1895,24,522,0,0,8,0
1896,44,676,2,1,8,0
1897,15,500,0,0,6,0
1898,82,396,0,0,6,0
1899,27,496,0,0,7,0
1900,72,552,0,0,7,0
1901,7,9,0,0,3,0
1902,57,163,0,0,3,0
1903,84,619,4,1,4,0
1904,53,273,1,0,3,0
1905,48,539,0,0,5,1
1906,2,299,0,0,5,0
1907,65,585,2,0,8,0
1908,45,373,0,0,2,0
1909,42,595,0,1,5,0
1910,29,379,0,0,7,0
1911,83,223,0,0,5,0
1912,93,276,0,0,3,0
1913,40,175,0,0,6,0
1914,47,91,0,0,7,0
1915,50,449,0,0,3,0
1916,40,663,0,0,7,0
1917,3,478,0,1,4,0
1918,62,589,0,1,8,0
1919,25,100,0,0,5,0
1920,48,304,0,0,4,0
1921,56,145,3,1,2,0
1922,68,533,0,0,8,0
1923,64,693,0,0,7,0
1924,67,67,0,0,1,0
