cust_id,web,store,catalogue
1664,0,3,0
1665,4,5,2
1666,1,3,0
1667,4,5,6
1668,10,7,4
1669,8,12,3
1670,3,11,7
1671,7,9,2
1672,8,6,4
1673,1,2,0
1674,1,2,0
1675,2,3,0
1676,3,13,3
1677,1,2,0
1678,4,5,2
1679,1,3,0
1680,9,8,6
1681,8,11,4
1682,3,3,0
1683,3,4,0
1684,8,9,2
1685,3,3,1
1686,3,4,1
1687,7,13,8
1688,5,4,2
1689,7,10,2
1690,3,5,3
1691,4,10,7
1692,8,7,7
1693,1,4,0
1694,5,12,8
1695,3,3,0
1696,6,5,1
1697,6,6,3
1698,2,3,0
1699,4,4,1
1700,7,9,5
1701,1,2,0
1702,7,12,5
1703,5,7,6
1704,6,13,5
1705,6,5,1
1706,2,3,1
1707,4,6,1
1708,1,2,1
1709,9,12,2
1710,7,13,6
1711,2,3,0
1712,1,2,1
1713,1,2,1
1714,3,12,5
1715,5,10,2
1716,7,5,10
1717,8,8,1
1718,4,13,5
1719,6,6,1
1720,1,3,0
1721,4,3,1
1722,6,5,3
1723,3,3,1
1724,6,13,5
1725,11,7,3
1726,4,7,11
1727,1,2,0
1728,6,13,4
1729,7,10,3
1730,4,5,4
1731,8,5,3
1732,5,5,1
1733,1,3,0
1734,7,7,1
1735,2,3,0
1736,1,4,1
1737,2,3,1
1738,5,2,1
1739,1,4,0
1740,7,7,4
1741,7,8,2
1742,2,3,0
1743,3,8,3
1744,9,9,7
1745,2,3,1
1746,9,12,2
1747,1,3,0
1748,2,6,8
1749,2,3,0
1750,3,3,2
1751,3,3,0
1752,4,4,1
1753,3,12,5
1754,2,7,7
1755,1,3,0
1756,4,6,1
1757,3,4,1
1758,5,5,1
1759,3,2,1
1760,2,13,3
1761,2,3,0
1762,2,4,1
1763,9,10,4
1764,11,10,2
1765,5,5,2
1766,5,4,1
1767,6,6,3
1768,2,4,0
1769,2,12,2
1770,6,11,6
1771,2,3,1
1772,1,4,0
1773,3,13,9
1774,2,3,1
1775,3,3,3
1776,1,2,1
1777,3,8,2
1778,3,3,0
1779,6,4,3
1780,7,8,5
1781,7,10,7
1782,10,13,5
1783,3,4,1
1784,5,8,1
1785,1,2,1
1786,5,12,5
1787,23,1,1
1788,2,4,0
1789,4,6,6
1790,3,8,5
1791,1,3,0
1792,4,7,4
1793,4,6,3
1794,2,6,3
1795,5,8,4
1796,1,3,0
1797,9,9,2
1798,5,9,7
1799,6,8,2
1800,1,2,0
1801,5,5,3
1802,2,3,0
1803,2,4,1
1804,4,12,4
1805,9,9,5
1806,1,2,1
1807,5,6,2
1808,4,5,6
1809,3,9,11
1810,4,2,1
1811,4,3,0
1812,4,4,1
1813,6,13,4
1814,4,4,1
1815,2,5,1
1816,2,3,1
1817,2,13,9
1818,4,6,1
1819,7,3,4
1820,8,9,5
1821,4,4,0
1822,3,4,10
1823,2,3,0
1824,4,6,4
1825,6,6,2
1826,6,6,10
1827,0,0,0
1828,2,3,0
1829,8,6,1
1830,1,3,0
1831,5,12,10
1832,1,2,0
1833,4,10,6
1834,4,4,5
1835,8,7,4
1836,10,10,8
1837,2,4,0
1838,2,4,0
1839,2,12,8
1840,8,7,1
1841,5,5,3
1842,1,2,0
1843,4,8,2
1844,5,4,4
1845,6,7,6
1846,8,7,3
1847,2,3,1
1848,1,3,0
1849,9,4,0
1850,5,6,10
1851,2,3,0
1852,7,11,6
1853,2,3,0
1854,6,11,2
1855,1,3,0
1856,1,3,0
1857,9,8,1
1858,3,9,7
1859,7,10,7
1860,5,13,5
1861,5,4,8
1862,1,2,1
1863,4,4,0
1864,5,11,6
1865,1,3,1
1866,7,7,1
1867,1,2,1
1868,5,5,5
1869,9,7,5
1870,6,4,3
1871,4,5,10
1872,4,8,7
1873,2,3,0
1874,10,6,4
1875,2,5,3
1876,3,6,1
1877,1,2,1
1878,4,4,6
1879,27,0,0
1880,3,8,5
1881,2,3,0
1882,1,3,0
1883,4,6,4
1884,3,3,0
1885,3,8,1
1886,3,6,4
1887,6,7,11
1888,3,3,0
1889,1,3,0
1890,1,2,1
1891,3,13,5
1892,7,5,8
1893,4,13,6
1894,5,5,5
1895,10,10,5
1896,4,8,4
1897,1,4,0
1898,3,3,0
1899,2,4,1
1900,1,2,0
1901,1,4,0
1902,6,12,2
1903,7,6,9
1904,7,13,5
1905,11,11,5
1906,1,3,0
1907,4,11,2
1908,3,7,3
1909,9,6,3
1910,9,7,3
1911,2,4,0
1912,4,7,2
1913,3,3,0
1914,3,2,1
1915,6,9,6
1916,1,3,0
1917,4,9,2
1918,11,8,2
1919,0,3,0
1920,1,4,0
1921,5,5,11
1922,1,3,0
1923,1,3,0
1924,4,12,6
1925,2,3,2
1926,3,10,4
1927,3,7,8
1928,4,10,7
1929,3,3,0
1930,3,4,0
1931,3,4,1
1932,3,10,3
1933,4,10,4
1934,10,8,4
1935,4,9,2
1936,1,7,8
1937,1,3,0
1938,5,5,3
1939,6,10,11
1940,2,4,1
1941,8,10,5
1942,5,6,3
1943,2,4,0
1944,3,3,1
1945,3,4,0
1946,6,12,7
1947,8,10,2
1948,6,12,8
1949,3,7,10
1950,3,11,6
1951,6,5,3
1952,1,3,0
1953,5,5,2
1954,6,5,3
1955,3,5,1
1956,25,0,0
1957,4,8,4
1958,3,4,0
1959,2,2,1
1960,1,2,0
1961,4,4,0
1962,3,3,0
1963,5,9,7
1964,2,4,1
1965,6,5,3
1966,0,3,0
1967,4,5,1
1968,3,3,5
1969,3,4,0
1970,3,8,3
1971,5,8,5
1972,3,4,1
1973,9,11,7
1974,5,5,5
1975,1,3,0
1976,7,8,6
1977,6,4,5
1978,4,8,3
1979,7,6,1
1980,4,6,1
1981,1,3,0
1982,1,2,0
1983,3,2,2
1984,0,3,0
1985,2,4,0
1986,2,3,0
1987,8,8,4
1988,5,3,5
1989,3,7,1
1990,8,10,2
1991,5,5,6
1992,4,4,0
1993,7,9,7
1994,11,8,2
1995,2,13,9
1996,0,3,0
1997,2,2,1
1998,2,3,0
1999,1,3,0
2000,0,3,0
2001,2,4,0
2002,2,3,0
2003,4,5,2
2004,8,6,3
2005,8,13,5
2006,2,4,0
2007,0,3,0
2008,1,3,0
2009,10,7,5
2010,2,3,1
2011,11,4,8
2012,7,11,2
2013,3,3,0
2014,11,8,6
2015,6,3,2
2016,3,7,3
2017,10,12,3
2018,4,10,4
2019,2,3,0
2020,10,10,3
2021,5,8,4
2022,4,9,6
2023,2,3,0
2024,2,3,0
2025,4,6,3
2026,4,4,1
2027,3,4,1
2028,7,12,8
2029,2,5,5
2030,5,10,6
2031,1,3,0
2032,7,6,2
2033,6,4,3
2034,3,3,0
2035,1,3,0
2036,3,3,0
2037,2,12,10
2038,7,13,3
2039,9,12,2
2040,3,3,1
2041,4,8,4
2042,2,3,0
2043,9,12,6
2044,4,4,5
2045,2,3,1
2046,4,4,7
2047,3,4,0
2048,1,3,0
2049,6,8,2
2050,6,10,3
2051,1,2,1
2052,5,11,2
2053,9,5,6
2054,5,7,5
2055,1,2,1
2056,2,3,1
2057,3,4,0
2058,6,5,2
2059,9,13,7
2060,8,7,9
2061,4,7,6
2062,6,7,9
2063,1,4,1
2064,0,3,0
2065,5,8,1
2066,1,2,0
2067,4,7,1
2068,4,7,10
2069,10,7,5
2070,1,3,0
2071,3,8,7
2072,4,5,1
2073,4,10,4
2074,2,4,3
2075,1,3,0
2076,6,11,7
2077,1,3,0
2078,8,6,4
2079,2,4,0
2080,2,3,0
2081,2,4,1
2082,7,8,2
2083,5,4,1
2084,5,12,3
2085,8,7,2
2086,7,13,3
2087,1,3,0
2088,2,2,2
2089,7,6,1
2090,6,10,8
2091,2,3,0
2092,6,11,8
2093,3,8,10
2094,0,2,1
2095,3,4,0
2096,1,2,0
2097,3,4,0
2098,5,12,2
2099,1,4,0
2100,5,12,6
2101,7,8,1
2102,4,10,3
2103,8,7,4
2104,1,2,0
2105,1,3,0
2106,5,8,6
2107,0,0,0
2108,2,2,1
2109,3,6,5
2110,8,4,2
2111,3,3,4
2112,1,2,1
2113,2,5,2
2114,3,2,2
2115,1,3,0
2116,2,3,0
2117,2,4,1
2118,2,4,0
2119,9,8,4
2120,11,4,3
2121,2,2,0
2122,3,3,1
2123,4,7,1
2124,1,4,1
2125,2,3,0
2126,5,6,3
2127,3,3,1
2128,3,3,4
2129,1,3,0
2130,2,4,0
2131,3,4,1
2132,1,3,0
2133,7,9,4
2134,4,6,1
2135,9,4,10
2136,6,4,2
2137,5,8,1
2138,6,11,5
2139,1,3,0
2140,2,3,1
2141,5,8,4
2142,4,7,3
2143,4,5,8
2144,1,3,0
2145,9,7,1
2146,11,12,3
2147,6,11,4
2148,6,5,3
2149,9,8,3
2150,5,7,6
2151,4,10,2
2152,7,6,1
2153,7,3,3
2154,3,6,1
2155,3,3,0
2156,8,7,2
2157,1,4,1
2158,2,3,1
2159,1,3,0
2160,7,13,4
2161,8,11,3
2162,7,6,10
2163,3,6,5
2164,1,3,1
2165,7,12,5
2166,1,2,1
2167,0,3,0
2168,7,10,7
2169,9,6,5
2170,3,3,0
2171,3,4,0
2172,6,3,6
2173,5,4,4
2174,3,3,0
2175,2,2,2
2176,8,6,8
2177,7,6,1
2178,5,11,5
2179,1,4,0
2180,3,5,1
2181,9,4,3
2182,2,3,1
2183,1,3,0
2184,1,2,1
2185,8,7,1
2186,6,9,2
2187,2,3,0
2188,4,8,6
2189,1,0,0
2190,1,2,0
2191,2,3,0
2192,4,7,6
2193,1,2,0
2194,6,6,1
2195,3,10,2
2196,3,11,6
2197,3,2,2
2198,2,4,0
2199,7,6,6
2200,8,6,2
2201,11,6,1
2202,4,8,2
2203,2,2,1
2204,3,2,1
2205,9,12,4
2206,0,3,0
2207,1,2,0
2208,9,4,3
2209,8,5,2
2210,2,13,3
2211,6,10,5
2212,3,4,1
