age,job,marital,education,balance,housing,loan,default,campaign,pdays,previous,poutcome,conversion
29,services,married,secondary,308,1,0,0,1,999,0,unknown,0
36,blue-collar,married,secondary,21,1,0,0,1,999,0,unknown,0
25,blue-collar,single,secondary,1966,1,0,0,1,999,0,unknown,0
28,blue-collar,single,secondary,1,0,0,0,1,999,0,unknown,0
61,retired,divorced,secondary,1857,1,0,0,4,999,0,unknown,0
32,admin.,single,secondary,-648,1,0,0,2,999,0,unknown,0
29,management,married,tertiary,168,1,0,0,1,999,0,unknown,0
26,technician,married,secondary,876,1,0,0,1,999,0,unknown,0
29,blue-collar,single,primary,80,1,0,0,1,999,0,unknown,0
30,services,married,primary,-286,1,0,0,1,999,0,unknown,0
46,blue-collar,married,unknown,-619,1,0,0,1,999,0,unknown,0
53,blue-collar,single,primary,-137,1,1,0,1,999,0,unknown,0
28,blue-collar,married,primary,115,1,0,0,4,999,0,unknown,0
27,technician,married,secondary,58,1,0,0,1,999,0,unknown,0
27,blue-collar,single,secondary,1401,1,0,0,1,999,0,unknown,0
25,services,single,secondary,55,1,1,0,1,999,0,unknown,0
38,technician,divorced,secondary,1333,1,1,0,1,999,0,unknown,0
40,blue-collar,divorced,secondary,-90,1,0,0,1,999,0,unknown,0
27,services,single,secondary,3791,1,0,0,1,999,0,unknown,0
50,blue-collar,married,primary,490,1,0,0,3,999,0,unknown,0
47,blue-collar,married,secondary,480,1,0,0,2,999,0,unknown,0
60,blue-collar,married,primary,228,1,0,0,11,999,0,unknown,0
45,blue-collar,married,unknown,-320,1,0,0,3,999,0,unknown,0
29,self-employed,single,secondary,3672,1,1,0,1,999,0,unknown,0
32,unemployed,married,secondary,-160,1,0,0,1,999,0,unknown,0
25,blue-collar,single,secondary,207,1,0,0,1,999,0,unknown,0
28,blue-collar,married,secondary,916,1,0,0,1,999,0,unknown,0
24,student,single,unknown,3298,1,0,0,1,999,0,unknown,0
34,services,married,secondary,1182,1,0,0,1,999,0,unknown,0
50,blue-collar,married,primary,1203,1,1,0,7,999,0,unknown,0
44,admin.,married,secondary,72,1,1,0,2,999,0,unknown,0
29,blue-collar,married,secondary,1171,1,0,0,2,999,0,unknown,0
29,admin.,married,secondary,36,1,0,0,1,999,0,unknown,0
25,self-employed,single,secondary,1242,1,0,0,2,999,0,unknown,1
44,entrepreneur,married,secondary,-20,0,0,0,3,999,0,unknown,0
52,blue-collar,married,secondary,310,1,0,0,4,999,0,unknown,0
47,technician,married,secondary,970,1,0,0,3,999,0,unknown,0
35,technician,married,secondary,194,1,0,0,1,999,0,unknown,0
28,blue-collar,single,secondary,6307,1,0,0,1,999,0,unknown,0
32,management,married,tertiary,514,1,0,0,2,999,0,unknown,0
26,admin.,single,tertiary,-164,1,0,0,2,999,0,unknown,0
57,management,married,primary,1566,0,0,0,4,999,0,unknown,0
53,services,divorced,secondary,-905,1,0,0,1,999,0,unknown,0
29,services,married,tertiary,6,1,0,0,2,999,0,unknown,0
24,blue-collar,single,secondary,674,1,1,0,1,999,0,unknown,0
26,blue-collar,single,primary,230,1,0,0,1,999,0,unknown,0
29,management,married,tertiary,715,1,0,0,1,999,0,unknown,0
42,technician,married,secondary,-1310,1,1,0,1,999,0,unknown,0
36,technician,married,secondary,1731,1,1,0,1,999,0,unknown,0
26,technician,single,secondary,150,1,0,0,1,999,0,unknown,0
24,technician,single,secondary,288,1,0,0,1,999,0,unknown,0
29,management,single,tertiary,-158,1,0,0,1,999,0,unknown,0
51,technician,single,secondary,511,1,1,0,2,999,0,unknown,0
31,blue-collar,single,secondary,1686,1,0,0,2,999,0,unknown,0
29,management,single,tertiary,5980,1,0,0,1,999,0,unknown,0
28,management,married,secondary,292,1,0,0,1,999,0,unknown,1
23,services,single,secondary,665,1,0,0,1,999,0,unknown,1
26,blue-collar,single,secondary,396,1,0,0,1,999,0,unknown,0
42,technician,married,secondary,570,1,0,0,2,999,0,unknown,0
40,admin.,divorced,secondary,-541,1,1,0,4,999,0,unknown,0
28,blue-collar,married,secondary,17,0,0,0,4,999,0,unknown,0
27,student,single,secondary,16173,1,0,0,1,999,0,unknown,0
25,admin.,married,secondary,894,1,0,0,1,999,0,unknown,0
29,technician,single,secondary,-397,1,0,1,1,999,0,unknown,0
29,blue-collar,single,primary,231,1,0,0,1,999,0,unknown,0
28,services,single,secondary,281,1,0,0,1,999,0,unknown,0
29,management,single,tertiary,112,1,1,0,2,999,0,unknown,0
24,services,single,secondary,53,1,1,0,1,999,0,unknown,0
26,admin.,single,secondary,677,1,0,0,1,999,0,unknown,0
32,admin.,single,secondary,294,1,0,0,2,999,0,unknown,0
26,services,single,tertiary,1624,1,1,0,1,999,0,unknown,0
31,technician,single,primary,449,1,0,0,1,999,0,unknown,0
28,management,single,tertiary,1069,0,0,0,1,999,0,unknown,0
52,entrepreneur,married,primary,8298,1,1,0,18,999,0,unknown,0
27,technician,married,secondary,1577,1,1,0,2,999,0,unknown,0
38,blue-collar,married,secondary,-579,1,1,0,2,999,0,unknown,0
35,technician,single,tertiary,59,1,0,0,3,999,0,unknown,0
38,technician,single,secondary,12,1,0,0,2,999,0,unknown,0
46,blue-collar,divorced,secondary,1815,1,0,0,4,999,0,unknown,0
32,management,married,tertiary,4307,1,0,0,3,999,0,unknown,0
39,blue-collar,married,unknown,638,1,1,0,2,999,0,unknown,0
29,admin.,married,secondary,-526,1,0,0,2,999,0,unknown,0
27,blue-collar,single,secondary,294,1,1,0,2,999,0,unknown,1
28,services,single,secondary,2954,1,0,0,2,999,0,unknown,0
47,blue-collar,married,secondary,578,1,0,0,1,999,0,unknown,0
27,technician,married,unknown,811,1,0,0,2,999,0,unknown,0
33,blue-collar,married,secondary,7063,1,0,0,9,999,0,unknown,0
30,management,single,tertiary,5288,1,0,0,3,999,0,unknown,0
33,blue-collar,married,secondary,580,1,0,0,1,999,0,unknown,0
40,management,married,tertiary,384,0,0,0,2,999,0,unknown,0
38,technician,married,secondary,61,1,0,0,1,999,0,unknown,0
32,admin.,single,secondary,642,1,0,0,2,999,0,unknown,0
36,blue-collar,married,secondary,79,1,0,0,2,999,0,unknown,0
30,services,married,secondary,586,1,0,0,4,999,0,unknown,0
38,entrepreneur,married,secondary,61,1,1,0,5,999,0,unknown,0
25,services,single,secondary,3217,1,0,0,1,999,0,unknown,0
28,blue-collar,married,secondary,1020,1,0,0,1,999,0,unknown,0
55,blue-collar,married,primary,-317,1,0,0,1,999,0,unknown,0
57,management,married,tertiary,-22,1,0,0,1,999,0,unknown,0
31,blue-collar,divorced,primary,158,1,0,0,1,999,0,unknown,0
31,services,married,secondary,-327,1,0,0,1,999,0,unknown,0
38,technician,single,tertiary,218,1,1,0,2,999,0,unknown,0
28,technician,single,tertiary,183,1,1,0,2,999,0,unknown,0
23,technician,single,tertiary,1129,1,0,0,1,999,0,unknown,1
45,blue-collar,married,secondary,554,1,0,0,2,999,0,unknown,0
46,technician,married,secondary,57,0,0,0,1,999,0,unknown,1
40,management,married,secondary,-240,0,1,0,3,999,0,unknown,0
29,services,married,secondary,11417,1,0,0,2,999,0,unknown,0
30,admin.,married,primary,-171,1,0,0,2,999,0,unknown,0
31,admin.,single,secondary,-449,1,0,0,2,999,0,unknown,0
56,retired,married,unknown,228,1,0,0,1,999,0,unknown,0
39,unemployed,single,secondary,-53,1,0,0,3,999,0,unknown,0
29,admin.,single,unknown,175,0,0,0,3,999,0,unknown,0
44,technician,married,secondary,1196,1,1,0,1,999,0,unknown,0
28,admin.,single,secondary,419,1,0,0,2,999,0,unknown,0
26,management,single,tertiary,2692,0,0,0,2,999,0,unknown,0
41,blue-collar,single,unknown,2835,1,0,0,1,999,0,unknown,0
31,services,single,secondary,-779,1,0,0,2,999,0,unknown,0
29,admin.,married,tertiary,26,1,0,0,1,999,0,unknown,0
33,blue-collar,married,secondary,-112,1,0,0,1,999,0,unknown,0
23,student,single,unknown,854,1,0,0,2,999,0,unknown,1
50,admin.,married,secondary,3636,0,0,0,1,999,0,unknown,0
27,services,single,secondary,9636,1,0,0,2,999,0,unknown,0
45,blue-collar,married,primary,446,1,0,0,1,999,0,unknown,0
50,self-employed,divorced,tertiary,59,1,0,0,2,999,0,unknown,0
41,blue-collar,single,secondary,1621,1,0,0,1,999,0,unknown,0
44,management,married,tertiary,0,1,0,0,1,999,0,unknown,0
56,retired,married,primary,-299,1,0,0,1,999,0,unknown,0
26,unemployed,married,primary,70,1,0,0,2,999,0,unknown,0
34,admin.,single,secondary,7,0,0,1,2,999,0,unknown,0
33,blue-collar,single,secondary,-366,1,0,0,4,999,0,unknown,0
30,blue-collar,married,primary,-518,1,1,0,6,999,0,unknown,0
47,management,married,secondary,490,1,0,0,1,999,0,unknown,0
26,admin.,married,secondary,714,1,0,0,1,999,0,unknown,0
26,blue-collar,married,primary,3529,1,0,0,2,999,0,unknown,0
51,technician,married,secondary,98,1,0,0,2,999,0,unknown,0
57,retired,married,tertiary,0,1,1,0,1,999,0,unknown,1
33,blue-collar,married,secondary,529,1,0,0,3,999,0,unknown,0
30,blue-collar,single,secondary,397,1,0,0,7,999,0,unknown,0
40,unemployed,married,primary,557,1,0,0,1,999,0,unknown,0
53,blue-collar,married,secondary,314,1,0,0,2,999,0,unknown,0
27,services,single,secondary,1636,1,0,0,2,999,0,unknown,0
57,blue-collar,married,primary,1502,1,0,0,2,999,0,unknown,0
45,management,married,tertiary,-1655,1,0,1,2,999,0,unknown,0
36,management,married,tertiary,428,0,0,0,1,999,0,unknown,0
39,blue-collar,married,primary,7304,1,0,0,1,999,0,unknown,0
28,technician,single,secondary,1536,1,0,0,2,999,0,unknown,0
34,technician,married,secondary,1246,0,0,0,3,999,0,unknown,0
29,technician,married,secondary,344,1,1,0,2,999,0,unknown,0
51,technician,married,secondary,271,1,0,0,3,999,0,unknown,0
29,management,single,secondary,293,1,0,0,2,999,0,unknown,0
32,admin.,single,secondary,562,1,0,0,6,999,0,unknown,0
36,management,single,secondary,302,0,0,0,6,999,0,unknown,0
50,technician,married,secondary,-568,1,1,0,2,999,0,unknown,0
42,management,married,tertiary,479,1,0,0,2,999,0,unknown,0
29,services,divorced,secondary,1336,1,0,0,5,999,0,unknown,0
34,management,single,tertiary,1058,1,0,0,2,999,0,unknown,1
33,technician,divorced,tertiary,839,1,0,0,3,999,0,unknown,0
29,technician,single,secondary,22008,1,0,0,2,999,0,unknown,0
44,blue-collar,married,secondary,-73,1,0,0,9,999,0,unknown,0
25,entrepreneur,single,primary,-65,1,0,0,2,999,0,unknown,0
26,blue-collar,married,unknown,407,1,0,0,2,999,0,unknown,0
53,management,married,tertiary,490,1,0,0,2,999,0,unknown,0
45,blue-collar,married,secondary,156,1,1,0,1,999,0,unknown,0
37,management,married,tertiary,655,0,0,0,3,999,0,unknown,0
43,blue-collar,married,secondary,-504,1,0,1,1,999,0,unknown,0
38,self-employed,married,secondary,279,1,0,0,5,999,0,unknown,0
31,admin.,married,unknown,-310,1,0,1,3,999,0,unknown,0
38,services,married,secondary,-314,1,0,0,2,999,0,unknown,0
32,services,single,tertiary,-233,1,0,0,2,999,0,unknown,0
24,blue-collar,single,secondary,327,1,0,0,2,999,0,unknown,0
34,admin.,single,secondary,1103,1,0,0,1,999,0,unknown,0
43,management,married,secondary,373,1,0,0,1,999,0,unknown,0
40,technician,married,secondary,-312,1,0,0,1,999,0,unknown,0
55,retired,married,secondary,2193,1,1,0,3,999,0,unknown,0
34,services,married,secondary,24,1,0,0,1,999,0,unknown,0
35,blue-collar,divorced,secondary,105,1,1,0,1,999,0,unknown,0
59,technician,married,secondary,0,1,1,0,1,999,0,unknown,0
50,admin.,single,secondary,330,1,0,0,1,999,0,unknown,0
55,blue-collar,married,secondary,284,1,1,0,3,999,0,unknown,0
29,admin.,married,secondary,445,1,0,0,2,999,0,unknown,0
32,services,married,secondary,172,1,0,0,3,999,0,unknown,0
27,management,single,tertiary,1995,1,0,0,2,999,0,unknown,0
36,management,married,tertiary,771,1,0,0,1,999,0,unknown,0
33,admin.,married,secondary,393,1,0,0,1,999,0,unknown,0
32,admin.,married,tertiary,-421,1,1,0,2,999,0,unknown,0
48,management,married,secondary,99,1,0,0,1,999,0,unknown,0
47,admin.,divorced,secondary,-480,0,0,0,1,999,0,unknown,0
36,management,married,secondary,10,0,1,0,2,999,0,unknown,0
29,management,married,tertiary,8089,1,0,0,2,999,0,unknown,0
35,management,single,secondary,73,1,0,0,2,999,0,unknown,0
48,blue-collar,married,primary,134,1,0,0,2,999,0,unknown,0
29,admin.,married,secondary,5605,1,0,0,2,999,0,unknown,0
28,services,single,secondary,3331,1,0,0,2,999,0,unknown,0
27,self-employed,single,tertiary,5214,1,0,0,1,999,0,unknown,0
51,services,divorced,secondary,-245,1,1,0,2,999,0,unknown,0
40,technician,single,tertiary,-89,1,0,0,4,999,0,unknown,0
60,retired,married,primary,170,1,0,0,2,999,0,unknown,0
28,technician,single,secondary,1417,1,0,0,1,999,0,unknown,0
42,management,single,tertiary,4264,1,0,0,1,999,0,unknown,0
28,student,single,secondary,949,1,0,0,1,999,0,unknown,1
27,admin.,single,secondary,242,1,1,0,1,999,0,unknown,0
33,admin.,single,primary,-258,1,0,0,2,999,0,unknown,0
34,entrepreneur,married,tertiary,105,1,0,0,2,999,0,unknown,0
29,blue-collar,married,primary,1280,1,0,0,2,999,0,unknown,0
34,blue-collar,married,secondary,504,1,0,0,2,999,0,unknown,0
31,management,single,tertiary,-160,1,0,0,2,999,0,unknown,0
31,admin.,single,secondary,1306,1,0,0,5,999,0,unknown,0
36,blue-collar,single,secondary,3254,1,0,0,3,999,0,unknown,0
26,blue-collar,single,secondary,419,1,0,0,3,999,0,unknown,0
34,blue-collar,married,secondary,-58,1,1,0,2,999,0,unknown,0
30,entrepreneur,married,secondary,2926,1,0,0,8,999,0,unknown,0
33,management,single,tertiary,-61,0,0,0,2,999,0,unknown,0
39,admin.,divorced,secondary,22,0,0,0,3,999,0,unknown,0
45,services,married,secondary,-36,1,1,0,4,999,0,unknown,0
35,management,single,unknown,137,0,0,0,3,999,0,unknown,0
25,blue-collar,divorced,secondary,2428,1,0,0,4,999,0,unknown,0
57,admin.,married,secondary,100,0,0,0,16,999,0,unknown,0
54,retired,married,secondary,24,1,0,0,1,999,0,unknown,0
30,student,single,tertiary,2030,1,0,0,2,999,0,unknown,0
26,student,single,tertiary,0,1,0,0,1,999,0,unknown,0
33,technician,single,secondary,-409,1,0,0,1,999,0,unknown,0
26,technician,single,secondary,855,1,0,0,2,999,0,unknown,0
53,admin.,married,secondary,614,1,0,0,2,999,0,unknown,0
35,admin.,single,secondary,3,1,0,0,5,999,0,unknown,0
27,technician,single,secondary,648,1,0,0,3,999,0,unknown,0
35,self-employed,single,tertiary,935,1,0,0,2,999,0,unknown,0
39,services,married,secondary,695,1,0,0,10,999,0,unknown,0
32,admin.,single,secondary,73,1,0,0,1,999,0,unknown,0
31,blue-collar,married,secondary,1039,1,0,0,7,999,0,unknown,0
34,management,married,tertiary,-304,1,0,0,2,999,0,unknown,0
38,blue-collar,single,unknown,241,1,0,0,2,999,0,unknown,0
39,management,divorced,tertiary,133,1,0,0,2,999,0,unknown,0
46,admin.,married,secondary,1328,1,0,0,6,999,0,unknown,0
29,blue-collar,single,secondary,0,1,0,0,4,999,0,unknown,0
47,services,divorced,secondary,-288,1,0,0,7,999,0,unknown,0
53,management,married,tertiary,3443,1,0,0,2,999,0,unknown,0
29,management,divorced,tertiary,415,1,1,0,4,999,0,unknown,0
58,retired,married,secondary,255,0,0,0,3,999,0,unknown,0
34,technician,married,secondary,6,1,0,0,2,999,0,unknown,0
26,blue-collar,married,secondary,-284,1,0,0,3,999,0,unknown,0
31,management,single,tertiary,305,1,0,0,14,999,0,unknown,0
55,blue-collar,married,primary,81,1,0,0,1,999,0,unknown,0
30,blue-collar,married,primary,2607,1,0,0,10,999,0,unknown,0
29,blue-collar,married,secondary,201,1,0,0,2,999,0,unknown,0
44,technician,married,secondary,265,1,0,0,2,999,0,unknown,0
33,blue-collar,married,secondary,625,1,0,0,1,999,0,unknown,0
42,blue-collar,married,secondary,1134,1,0,0,3,999,0,unknown,0
57,unknown,married,unknown,327,1,0,0,2,999,0,unknown,0
38,technician,married,tertiary,-1350,1,1,0,4,999,0,unknown,0
22,blue-collar,single,primary,3198,1,0,0,2,999,0,unknown,0
36,blue-collar,single,primary,2176,1,0,0,2,999,0,unknown,0
39,blue-collar,married,primary,-310,1,1,0,5,999,0,unknown,0
45,services,married,secondary,692,1,0,0,2,999,0,unknown,0
35,blue-collar,married,primary,4366,1,0,0,3,999,0,unknown,0
22,services,single,primary,35,1,0,0,3,999,0,unknown,0
56,management,divorced,tertiary,442,0,0,0,3,999,0,unknown,0
31,management,single,tertiary,44,0,0,0,2,999,0,unknown,0
51,technician,divorced,secondary,0,1,0,0,2,999,0,unknown,0
37,services,single,tertiary,223,1,0,0,1,999,0,unknown,0
32,technician,single,tertiary,92,1,0,0,1,999,0,unknown,0
39,services,married,secondary,-971,1,1,0,2,999,0,unknown,0
32,technician,single,secondary,1307,1,0,0,2,999,0,unknown,0
30,services,married,secondary,179,1,0,0,1,999,0,unknown,0
31,blue-collar,married,secondary,1117,1,0,0,3,999,0,unknown,0
51,management,single,unknown,-461,1,0,0,2,999,0,unknown,0
27,services,single,tertiary,5883,1,0,0,2,999,0,unknown,0
33,blue-collar,married,primary,-342,1,0,0,2,999,0,unknown,0
24,services,single,tertiary,1385,1,0,0,2,999,0,unknown,0
52,blue-collar,married,primary,-211,1,1,0,2,999,0,unknown,0
39,blue-collar,married,secondary,2612,1,0,0,4,999,0,unknown,0
31,blue-collar,single,primary,124,1,0,0,3,999,0,unknown,0
33,admin.,married,secondary,-675,1,0,1,2,999,0,unknown,0
27,management,single,tertiary,3104,1,0,0,2,999,0,unknown,0
44,technician,married,secondary,398,1,0,0,5,999,0,unknown,0
56,technician,divorced,secondary,77,1,1,0,2,999,0,unknown,0
50,technician,divorced,unknown,2706,1,0,0,3,999,0,unknown,0
54,management,divorced,tertiary,192,1,0,0,3,999,0,unknown,0
33,admin.,married,tertiary,957,1,0,0,4,999,0,unknown,0
51,blue-collar,married,primary,593,1,0,0,2,999,0,unknown,0
32,management,single,tertiary,1493,1,0,0,11,999,0,unknown,0
32,blue-collar,married,secondary,0,1,0,0,3,999,0,unknown,0
35,blue-collar,married,primary,51,1,0,0,2,999,0,unknown,0
47,technician,married,secondary,-938,1,0,0,2,999,0,unknown,0
49,blue-collar,married,secondary,457,1,1,0,2,999,0,unknown,0
54,technician,married,tertiary,337,1,0,1,2,999,0,unknown,0
31,admin.,single,tertiary,1531,1,0,0,5,999,0,unknown,0
26,services,married,secondary,33,1,0,0,4,999,0,unknown,0
42,technician,divorced,secondary,0,1,0,0,2,999,0,unknown,0
45,technician,single,tertiary,5336,0,0,0,2,999,0,unknown,0
36,technician,married,secondary,947,1,0,1,2,999,0,unknown,0
40,admin.,married,secondary,2,0,0,0,3,999,0,unknown,0
45,admin.,married,secondary,935,1,1,0,7,999,0,unknown,0
27,management,single,tertiary,731,1,0,0,2,999,0,unknown,0
51,blue-collar,married,primary,-1,0,0,0,8,999,0,unknown,0
30,technician,single,tertiary,419,1,1,0,3,999,0,unknown,0
28,admin.,married,secondary,22171,1,0,0,3,999,0,unknown,0
32,self-employed,married,secondary,-33,1,0,0,3,999,0,unknown,0
57,admin.,divorced,secondary,-140,1,0,0,2,999,0,unknown,0
31,admin.,married,secondary,439,0,0,0,4,999,0,unknown,0
47,technician,married,unknown,-598,1,0,0,4,999,0,unknown,0
34,blue-collar,married,secondary,261,1,0,0,3,999,0,unknown,0
50,blue-collar,married,secondary,-160,1,0,0,2,999,0,unknown,0
33,admin.,single,secondary,322,1,0,0,4,999,0,unknown,0
25,blue-collar,married,secondary,1025,1,0,0,2,999,0,unknown,0
39,blue-collar,married,secondary,-931,1,0,1,5,999,0,unknown,0
37,admin.,married,secondary,-107,1,0,0,2,999,0,unknown,0
40,management,married,tertiary,481,1,0,0,2,999,0,unknown,0
43,admin.,married,primary,-516,1,0,0,2,999,0,unknown,0
32,self-employed,married,secondary,610,1,0,0,6,999,0,unknown,0
25,blue-collar,single,secondary,579,1,0,0,4,999,0,unknown,0
34,blue-collar,married,secondary,225,1,0,0,2,999,0,unknown,0
30,blue-collar,married,secondary,1780,1,0,0,12,999,0,unknown,0
41,services,married,secondary,803,1,0,0,3,999,0,unknown,0
36,blue-collar,married,secondary,-347,1,1,1,3,999,0,unknown,0
28,admin.,single,secondary,1238,1,0,0,2,999,0,unknown,0
29,blue-collar,single,secondary,992,1,1,0,2,999,0,unknown,0
30,blue-collar,married,primary,0,1,1,1,5,999,0,unknown,0
22,student,single,secondary,489,0,0,0,5,999,0,unknown,0
28,blue-collar,married,secondary,-717,1,0,0,3,999,0,unknown,0
27,blue-collar,single,primary,3955,1,0,0,3,999,0,unknown,0
31,blue-collar,single,unknown,667,1,0,0,3,999,0,unknown,0
42,unemployed,divorced,secondary,325,1,0,0,4,999,0,unknown,0
32,technician,married,tertiary,3538,1,0,0,5,999,0,unknown,0
25,blue-collar,married,secondary,192,1,0,0,3,999,0,unknown,0
55,services,divorced,secondary,2166,1,0,0,17,999,0,unknown,0
33,services,married,secondary,-384,1,0,0,2,999,0,unknown,0
45,services,single,secondary,1377,1,0,0,5,999,0,unknown,0
43,blue-collar,married,primary,50,0,0,0,8,999,0,unknown,0
32,blue-collar,married,secondary,-354,1,1,1,2,999,0,unknown,0
51,entrepreneur,married,unknown,606,1,0,0,9,999,0,unknown,1
35,blue-collar,married,secondary,120,1,0,0,2,999,0,unknown,0
44,technician,divorced,secondary,-357,1,1,0,2,999,0,unknown,0
44,blue-collar,married,primary,194,1,0,0,2,999,0,unknown,0
40,technician,married,secondary,-378,1,0,0,2,999,0,unknown,0
24,self-employed,single,tertiary,931,1,0,0,4,999,0,unknown,0
32,technician,single,secondary,1210,1,1,0,4,999,0,unknown,0
51,technician,divorced,secondary,329,1,0,0,5,999,0,unknown,0
28,management,single,tertiary,355,1,1,0,4,999,0,unknown,0
45,admin.,married,secondary,25,1,0,0,4,999,0,unknown,0
32,admin.,married,secondary,739,1,1,0,3,999,0,unknown,0
25,blue-collar,married,secondary,758,1,0,0,3,999,0,unknown,0
29,self-employed,married,secondary,542,0,0,0,3,999,0,unknown,0
29,technician,single,secondary,740,1,0,0,3,999,0,unknown,0
38,blue-collar,married,primary,476,1,0,0,4,999,0,unknown,0
44,blue-collar,married,primary,3753,1,0,0,4,999,0,unknown,0
34,technician,single,secondary,1386,1,1,0,6,999,0,unknown,0
31,technician,single,secondary,335,1,0,0,5,999,0,unknown,0
41,admin.,single,secondary,882,1,1,0,2,999,0,unknown,0
35,blue-collar,married,secondary,-659,1,1,0,2,999,0,unknown,0
40,blue-collar,married,secondary,-428,1,0,0,3,999,0,unknown,0
29,management,single,tertiary,119,1,0,0,2,999,0,unknown,0
26,blue-collar,married,secondary,245,1,0,0,2,999,0,unknown,0
59,technician,married,secondary,519,1,0,0,8,999,0,unknown,0
39,services,single,secondary,300,1,1,0,2,999,0,unknown,0
33,services,single,secondary,91,0,1,0,3,999,0,unknown,0
43,technician,married,secondary,-496,1,0,0,2,999,0,unknown,0
50,management,married,secondary,-187,1,0,0,2,999,0,unknown,0
48,technician,married,secondary,219,1,1,0,4,999,0,unknown,0
46,blue-collar,divorced,primary,571,1,1,0,1,999,0,unknown,0
31,blue-collar,single,primary,-495,1,0,0,2,999,0,unknown,0
43,technician,single,secondary,11269,0,0,0,1,999,0,unknown,0
28,blue-collar,married,secondary,2,1,0,0,2,999,0,unknown,0
40,admin.,married,unknown,3557,1,0,0,1,999,0,unknown,0
34,services,single,secondary,34,1,1,0,3,999,0,unknown,0
42,blue-collar,single,primary,181,1,0,0,2,999,0,unknown,0
51,admin.,married,primary,943,1,0,0,1,999,0,unknown,0
41,blue-collar,married,secondary,1020,1,0,0,1,999,0,unknown,0
34,blue-collar,married,secondary,250,1,0,0,6,999,0,unknown,0
43,management,married,tertiary,724,1,0,0,1,999,0,unknown,0
59,technician,married,primary,4243,1,0,0,1,999,0,unknown,0
48,blue-collar,married,secondary,48,1,1,0,1,999,0,unknown,0
35,blue-collar,married,secondary,0,1,1,0,1,999,0,unknown,1
53,retired,married,secondary,1004,1,0,0,1,999,0,unknown,0
50,technician,divorced,unknown,1328,1,0,0,1,999,0,unknown,0
33,management,married,tertiary,2508,1,0,0,7,999,0,unknown,0
24,student,single,secondary,1919,1,0,0,4,999,0,unknown,0
52,services,divorced,primary,130,1,0,0,2,999,0,unknown,0
35,technician,single,tertiary,485,1,0,0,5,999,0,unknown,0
30,services,single,secondary,179,1,0,0,3,999,0,unknown,0
41,management,married,tertiary,615,1,0,0,1,999,0,unknown,0
45,management,single,tertiary,2571,1,0,0,1,999,0,unknown,0
43,blue-collar,married,secondary,-111,1,0,0,3,999,0,unknown,0
42,technician,divorced,secondary,-106,1,0,0,1,999,0,unknown,0
45,technician,single,secondary,31,0,0,0,1,999,0,unknown,0
50,blue-collar,married,primary,84,1,0,0,1,999,0,unknown,0
43,blue-collar,married,secondary,0,1,1,0,1,999,0,unknown,0
31,services,married,secondary,3181,1,0,0,7,999,0,unknown,0
59,blue-collar,married,primary,748,0,0,0,1,999,0,unknown,0
40,admin.,married,primary,1314,1,0,0,1,999,0,unknown,0
36,technician,single,unknown,0,1,0,0,1,999,0,unknown,0
27,technician,single,tertiary,3083,1,0,0,2,999,0,unknown,0
21,services,single,secondary,1903,1,0,0,2,999,0,unknown,0
37,blue-collar,married,secondary,-4,1,1,0,1,999,0,unknown,0
26,technician,single,tertiary,813,1,0,0,3,999,0,unknown,0
39,technician,married,secondary,192,1,1,0,5,999,0,unknown,0
50,retired,married,secondary,6998,1,0,0,1,999,0,unknown,0
39,entrepreneur,married,tertiary,1,1,1,1,1,999,0,unknown,0
32,management,married,secondary,3935,1,0,0,2,999,0,unknown,0
57,blue-collar,married,primary,630,1,0,0,1,999,0,unknown,0
42,management,married,tertiary,1993,0,0,0,1,999,0,unknown,0
42,blue-collar,married,secondary,130,1,0,0,1,999,0,unknown,0
40,blue-collar,married,secondary,327,1,0,0,1,999,0,unknown,0
30,services,divorced,secondary,1016,1,0,0,1,999,0,unknown,0
29,blue-collar,married,unknown,559,1,0,0,2,999,0,unknown,0
35,admin.,married,secondary,404,1,0,0,1,999,0,unknown,1
31,blue-collar,married,secondary,283,1,1,0,3,999,0,unknown,0
43,technician,married,secondary,2041,1,1,0,5,999,0,unknown,0
39,technician,divorced,secondary,394,1,0,0,1,999,0,unknown,0
37,management,single,secondary,34,1,0,0,1,999,0,unknown,0
44,blue-collar,married,secondary,72,1,0,0,1,999,0,unknown,0
52,technician,single,tertiary,1308,1,0,0,1,999,0,unknown,0
53,management,married,secondary,2895,1,0,0,1,999,0,unknown,0
41,blue-collar,married,secondary,193,1,0,0,1,999,0,unknown,0
40,unemployed,single,secondary,75,1,0,0,1,999,0,unknown,0
41,admin.,married,secondary,3279,1,0,0,1,999,0,unknown,0
40,services,married,secondary,1938,0,0,0,1,999,0,unknown,0
55,management,married,tertiary,0,0,0,0,2,999,0,unknown,0
54,admin.,married,tertiary,-690,1,1,0,4,999,0,unknown,0
55,entrepreneur,divorced,tertiary,1119,0,0,0,1,999,0,unknown,0
38,admin.,single,secondary,623,1,1,0,1,999,0,unknown,0
54,admin.,married,secondary,426,1,0,0,1,999,0,unknown,0
43,technician,married,secondary,310,1,0,0,1,999,0,unknown,0
41,blue-collar,married,primary,262,1,0,0,1,999,0,unknown,0
38,retired,single,secondary,44,0,0,0,1,999,0,unknown,0
52,services,married,secondary,2081,1,0,0,1,999,0,unknown,0
43,management,married,unknown,5172,1,0,0,3,999,0,unknown,0
